paper_id,experiment_id,method,method_role,repeat,constraint_violation_rate,hypervolume,igd,investment_cost_index,quality_index,runtime_s,scenario_status
mintou_p3,storage_allocation,no_constraint_repair,ablation,1,0.089288,0.637912,0.304170,0.784731,0.809201,1.234987,synthetic_smoke_v0
mintou_p3,storage_allocation,no_constraint_repair,ablation,2,0.087160,0.641169,0.306795,0.790337,0.806736,1.021734,synthetic_smoke_v0
mintou_p3,storage_allocation,no_constraint_repair,ablation,3,0.082944,0.658831,0.305711,0.785547,0.823372,1.161358,synthetic_smoke_v0
mintou_p3,storage_allocation,no_constraint_repair,ablation,4,0.091475,0.656479,0.311041,0.777396,0.811207,0.972515,synthetic_smoke_v0
mintou_p3,storage_allocation,no_constraint_repair,ablation,5,0.089781,0.660032,0.316303,0.775939,0.814063,0.988122,synthetic_smoke_v0
mintou_p3,storage_allocation,no_diversity_preservation,ablation,1,0.098020,0.629818,0.318323,0.795060,0.788323,1.075970,synthetic_smoke_v0
mintou_p3,storage_allocation,no_diversity_preservation,ablation,2,0.095359,0.628810,0.322875,0.794097,0.790459,1.221854,synthetic_smoke_v0
mintou_p3,storage_allocation,no_diversity_preservation,ablation,3,0.092038,0.614366,0.318302,0.802871,0.772805,1.133399,synthetic_smoke_v0
mintou_p3,storage_allocation,no_diversity_preservation,ablation,4,0.096222,0.631467,0.310662,0.797160,0.796559,1.008939,synthetic_smoke_v0
mintou_p3,storage_allocation,no_diversity_preservation,ablation,5,0.095998,0.619892,0.319228,0.797582,0.786823,1.136910,synthetic_smoke_v0
mintou_p3,storage_allocation,weighted_sum_only,ablation,1,0.097180,0.628633,0.323174,0.800238,0.779862,1.016163,synthetic_smoke_v0
mintou_p3,storage_allocation,weighted_sum_only,ablation,2,0.100874,0.614411,0.319403,0.803003,0.769031,1.255133,synthetic_smoke_v0
mintou_p3,storage_allocation,weighted_sum_only,ablation,3,0.102324,0.609059,0.336547,0.801083,0.771840,1.084515,synthetic_smoke_v0
mintou_p3,storage_allocation,weighted_sum_only,ablation,4,0.096374,0.621406,0.316640,0.782170,0.785674,1.395321,synthetic_smoke_v0
mintou_p3,storage_allocation,weighted_sum_only,ablation,5,0.098654,0.614098,0.335723,0.794864,0.766470,1.036914,synthetic_smoke_v0
mintou_p3,storage_allocation,no_storage_candidates,ablation,1,0.096218,0.607428,0.340447,0.805181,0.747921,0.986056,synthetic_smoke_v0
mintou_p3,storage_allocation,no_storage_candidates,ablation,2,0.094806,0.612968,0.327367,0.794710,0.755664,1.390673,synthetic_smoke_v0
mintou_p3,storage_allocation,no_storage_candidates,ablation,3,0.106728,0.590477,0.344713,0.799100,0.738361,1.283449,synthetic_smoke_v0
mintou_p3,storage_allocation,no_storage_candidates,ablation,4,0.096143,0.581263,0.339094,0.818074,0.738874,1.068953,synthetic_smoke_v0
mintou_p3,storage_allocation,no_storage_candidates,ablation,5,0.099050,0.595093,0.340277,0.812467,0.752371,1.123104,synthetic_smoke_v0
mintou_p3,storage_allocation,no_der_candidates,ablation,1,0.106426,0.589410,0.331074,0.798937,0.743231,1.334695,synthetic_smoke_v0
mintou_p3,storage_allocation,no_der_candidates,ablation,2,0.102978,0.578352,0.336102,0.820526,0.733230,1.064725,synthetic_smoke_v0
mintou_p3,storage_allocation,no_der_candidates,ablation,3,0.097506,0.595044,0.334396,0.800618,0.737704,1.421614,synthetic_smoke_v0
mintou_p3,storage_allocation,no_der_candidates,ablation,4,0.104774,0.592843,0.327480,0.797990,0.751523,1.457854,synthetic_smoke_v0
mintou_p3,storage_allocation,no_der_candidates,ablation,5,0.105479,0.578161,0.334170,0.806009,0.734899,1.290806,synthetic_smoke_v0
mintou_p3,storage_allocation,low_scenario_count,ablation,1,0.101715,0.562677,0.343812,0.813413,0.715236,1.050179,synthetic_smoke_v0
mintou_p3,storage_allocation,low_scenario_count,ablation,2,0.098914,0.575243,0.346593,0.818147,0.722770,1.152943,synthetic_smoke_v0
mintou_p3,storage_allocation,low_scenario_count,ablation,3,0.099813,0.574008,0.341484,0.809989,0.721721,1.309358,synthetic_smoke_v0
mintou_p3,storage_allocation,low_scenario_count,ablation,4,0.107686,0.562168,0.353859,0.827133,0.707714,1.456006,synthetic_smoke_v0
mintou_p3,storage_allocation,low_scenario_count,ablation,5,0.099322,0.586624,0.353769,0.825554,0.722617,1.099098,synthetic_smoke_v0
mintou_p3,load_growth_expansion,CARS-MODE,proposed,1,0.066026,0.760591,0.262133,0.739265,0.958824,1.104795,synthetic_smoke_v0
mintou_p3,load_growth_expansion,CARS-MODE,proposed,2,0.066500,0.780605,0.252198,0.724480,0.964468,1.226204,synthetic_smoke_v0
mintou_p3,load_growth_expansion,CARS-MODE,proposed,3,0.063100,0.757925,0.267348,0.747672,0.950096,1.204868,synthetic_smoke_v0
mintou_p3,load_growth_expansion,CARS-MODE,proposed,4,0.072851,0.756447,0.267014,0.725329,0.949911,1.135252,synthetic_smoke_v0
mintou_p3,load_growth_expansion,CARS-MODE,proposed,5,0.063456,0.758071,0.266606,0.736142,0.942836,1.140060,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Standard DE,baseline,1,0.098638,0.602492,0.344179,0.802080,0.741656,0.994400,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Standard DE,baseline,2,0.097355,0.588204,0.334911,0.801322,0.743134,1.031685,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Standard DE,baseline,3,0.096485,0.620330,0.324456,0.791806,0.776438,0.908382,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Standard DE,baseline,4,0.090020,0.628217,0.334260,0.796744,0.775074,0.958442,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Standard DE,baseline,5,0.100546,0.604315,0.340617,0.794896,0.759984,1.055452,synthetic_smoke_v0
mintou_p3,load_growth_expansion,NSGA-II,baseline,1,0.085049,0.686875,0.305166,0.778742,0.854698,1.551921,synthetic_smoke_v0
mintou_p3,load_growth_expansion,NSGA-II,baseline,2,0.081852,0.680754,0.301114,0.769970,0.853915,1.264359,synthetic_smoke_v0
mintou_p3,load_growth_expansion,NSGA-II,baseline,3,0.084538,0.697098,0.293784,0.774446,0.864112,1.221224,synthetic_smoke_v0
mintou_p3,load_growth_expansion,NSGA-II,baseline,4,0.088808,0.691923,0.285326,0.768787,0.856104,1.160843,synthetic_smoke_v0
mintou_p3,load_growth_expansion,NSGA-II,baseline,5,0.085542,0.659462,0.305244,0.769128,0.831641,1.562114,synthetic_smoke_v0
mintou_p3,load_growth_expansion,MOEA/D,baseline,1,0.093390,0.651023,0.316287,0.793915,0.812850,1.186689,synthetic_smoke_v0
mintou_p3,load_growth_expansion,MOEA/D,baseline,2,0.093947,0.641912,0.303437,0.777772,0.809487,1.208804,synthetic_smoke_v0
mintou_p3,load_growth_expansion,MOEA/D,baseline,3,0.081907,0.653293,0.305092,0.774898,0.826233,1.297496,synthetic_smoke_v0
mintou_p3,load_growth_expansion,MOEA/D,baseline,4,0.089886,0.642004,0.310723,0.788725,0.795848,1.109790,synthetic_smoke_v0
mintou_p3,load_growth_expansion,MOEA/D,baseline,5,0.088803,0.657025,0.314294,0.791777,0.814637,1.079957,synthetic_smoke_v0
mintou_p3,load_growth_expansion,PSO,baseline,1,0.095699,0.598973,0.339106,0.803635,0.740381,1.021449,synthetic_smoke_v0
mintou_p3,load_growth_expansion,PSO,baseline,2,0.099047,0.578698,0.336325,0.808079,0.734039,0.994192,synthetic_smoke_v0
mintou_p3,load_growth_expansion,PSO,baseline,3,0.104857,0.589316,0.342744,0.812941,0.731605,1.115035,synthetic_smoke_v0
mintou_p3,load_growth_expansion,PSO,baseline,4,0.096020,0.589422,0.341905,0.807412,0.740964,0.977305,synthetic_smoke_v0
mintou_p3,load_growth_expansion,PSO,baseline,5,0.099819,0.590242,0.333637,0.807715,0.749279,0.866336,synthetic_smoke_v0
mintou_p3,load_growth_expansion,GA,baseline,1,0.109012,0.571513,0.340161,0.822909,0.723319,0.978614,synthetic_smoke_v0
mintou_p3,load_growth_expansion,GA,baseline,2,0.106264,0.586003,0.347687,0.819578,0.727750,1.034448,synthetic_smoke_v0
mintou_p3,load_growth_expansion,GA,baseline,3,0.104873,0.582559,0.351039,0.813411,0.721529,0.854830,synthetic_smoke_v0
mintou_p3,load_growth_expansion,GA,baseline,4,0.104605,0.576298,0.352542,0.811425,0.719485,1.148963,synthetic_smoke_v0
mintou_p3,load_growth_expansion,GA,baseline,5,0.103249,0.575999,0.341356,0.807841,0.721895,1.091366,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Weighted Sum,baseline,1,0.105088,0.549893,0.356012,0.836580,0.691512,0.430658,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Weighted Sum,baseline,2,0.116819,0.545606,0.366306,0.821586,0.672798,0.481678,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Weighted Sum,baseline,3,0.114712,0.528928,0.374606,0.831370,0.665672,0.563903,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Weighted Sum,baseline,4,0.115927,0.544145,0.358909,0.820295,0.683131,0.486447,synthetic_smoke_v0
mintou_p3,load_growth_expansion,Weighted Sum,baseline,5,0.109482,0.572538,0.358026,0.809721,0.704259,0.481646,synthetic_smoke_v0
mintou_p3,load_growth_expansion,fixed_parameters,ablation,1,0.072365,0.739693,0.272090,0.736526,0.916788,1.105438,synthetic_smoke_v0
mintou_p3,load_growth_expansion,fixed_parameters,ablation,2,0.068884,0.719119,0.278759,0.749205,0.910661,0.869276,synthetic_smoke_v0
mintou_p3,load_growth_expansion,fixed_parameters,ablation,3,0.070480,0.739918,0.269895,0.746557,0.917088,1.108107,synthetic_smoke_v0
mintou_p3,load_growth_expansion,fixed_parameters,ablation,4,0.075774,0.721076,0.276039,0.768832,0.891562,1.003121,synthetic_smoke_v0
mintou_p3,load_growth_expansion,fixed_parameters,ablation,5,0.079025,0.709906,0.288642,0.754610,0.896935,1.003765,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_strategy_adaptation,ablation,1,0.073894,0.709368,0.271804,0.755138,0.893841,1.156018,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_strategy_adaptation,ablation,2,0.081439,0.710239,0.279888,0.750060,0.899432,1.137642,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_strategy_adaptation,ablation,3,0.069635,0.720068,0.271096,0.745490,0.906520,1.026648,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_strategy_adaptation,ablation,4,0.084789,0.691362,0.290176,0.771453,0.870551,0.907440,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_strategy_adaptation,ablation,5,0.077492,0.714485,0.294350,0.761581,0.881747,1.132239,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_constraint_repair,ablation,1,0.080512,0.689650,0.291500,0.759845,0.850249,1.003396,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_constraint_repair,ablation,2,0.076869,0.684385,0.289578,0.776159,0.861320,1.194948,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_constraint_repair,ablation,3,0.083618,0.707625,0.286789,0.758199,0.885592,1.016048,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_constraint_repair,ablation,4,0.076829,0.710582,0.278527,0.760506,0.881114,1.248287,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_constraint_repair,ablation,5,0.080550,0.700205,0.292791,0.769165,0.879626,1.062713,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_diversity_preservation,ablation,1,0.078964,0.684901,0.280610,0.753578,0.867009,1.121190,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_diversity_preservation,ablation,2,0.090303,0.677480,0.294775,0.765991,0.835177,0.970997,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_diversity_preservation,ablation,3,0.081549,0.678645,0.295164,0.774550,0.853018,0.995315,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_diversity_preservation,ablation,4,0.084030,0.684178,0.286555,0.769170,0.864555,1.219445,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_diversity_preservation,ablation,5,0.090907,0.663285,0.308979,0.781091,0.831827,1.098461,synthetic_smoke_v0
mintou_p3,load_growth_expansion,weighted_sum_only,ablation,1,0.091817,0.642476,0.312073,0.794468,0.814594,1.131435,synthetic_smoke_v0
mintou_p3,load_growth_expansion,weighted_sum_only,ablation,2,0.092601,0.645398,0.300362,0.773552,0.818065,1.208307,synthetic_smoke_v0
mintou_p3,load_growth_expansion,weighted_sum_only,ablation,3,0.083951,0.664635,0.304998,0.782290,0.828394,0.955296,synthetic_smoke_v0
mintou_p3,load_growth_expansion,weighted_sum_only,ablation,4,0.084502,0.662357,0.308912,0.782883,0.819259,1.224067,synthetic_smoke_v0
mintou_p3,load_growth_expansion,weighted_sum_only,ablation,5,0.095065,0.656885,0.321480,0.788550,0.811382,1.245253,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_storage_candidates,ablation,1,0.090635,0.627091,0.322784,0.780590,0.790992,1.004579,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_storage_candidates,ablation,2,0.086290,0.638341,0.308811,0.783675,0.798632,0.978770,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_storage_candidates,ablation,3,0.091773,0.648222,0.305701,0.777419,0.813341,1.211371,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_storage_candidates,ablation,4,0.089283,0.630942,0.311438,0.799109,0.797942,1.291198,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_storage_candidates,ablation,5,0.086339,0.644586,0.304720,0.791698,0.813803,1.198414,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_der_candidates,ablation,1,0.093217,0.624152,0.318982,0.780666,0.787975,1.258831,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_der_candidates,ablation,2,0.090335,0.638467,0.326499,0.782347,0.791710,0.982290,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_der_candidates,ablation,3,0.087480,0.627336,0.309180,0.801803,0.794192,1.024713,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_der_candidates,ablation,4,0.098681,0.635787,0.330147,0.787071,0.785911,0.989158,synthetic_smoke_v0
mintou_p3,load_growth_expansion,no_der_candidates,ablation,5,0.100467,0.628900,0.332418,0.805435,0.778246,1.104868,synthetic_smoke_v0
mintou_p3,load_growth_expansion,low_scenario_count,ablation,1,0.102543,0.617567,0.332458,0.789499,0.769574,1.159680,synthetic_smoke_v0
mintou_p3,load_growth_expansion,low_scenario_count,ablation,2,0.101399,0.612413,0.333709,0.788033,0.775186,1.195779,synthetic_smoke_v0
mintou_p3,load_growth_expansion,low_scenario_count,ablation,3,0.091915,0.616145,0.323944,0.795455,0.776526,1.338407,synthetic_smoke_v0
mintou_p3,load_growth_expansion,low_scenario_count,ablation,4,0.093260,0.623092,0.314781,0.791066,0.778118,1.236992,synthetic_smoke_v0
mintou_p3,load_growth_expansion,low_scenario_count,ablation,5,0.090144,0.630849,0.323642,0.792045,0.789467,1.104562,synthetic_smoke_v0
mintou_p3,pareto_quality,CARS-MODE,proposed,1,0.064839,0.772832,0.259915,0.739528,0.959487,1.068201,synthetic_smoke_v0
mintou_p3,pareto_quality,CARS-MODE,proposed,2,0.070081,0.749915,0.253096,0.746078,0.947483,1.154158,synthetic_smoke_v0
mintou_p3,pareto_quality,CARS-MODE,proposed,3,0.070569,0.736925,0.262145,0.755561,0.928961,1.336846,synthetic_smoke_v0
mintou_p3,pareto_quality,CARS-MODE,proposed,4,0.070109,0.771324,0.260922,0.724911,0.965110,1.167340,synthetic_smoke_v0
mintou_p3,pareto_quality,CARS-MODE,proposed,5,0.076616,0.738788,0.272782,0.755398,0.929828,1.100658,synthetic_smoke_v0
mintou_p3,pareto_quality,Standard DE,baseline,1,0.097803,0.610665,0.331689,0.803599,0.755984,1.032075,synthetic_smoke_v0
mintou_p3,pareto_quality,Standard DE,baseline,2,0.103920,0.608093,0.331184,0.804359,0.757038,1.212759,synthetic_smoke_v0
mintou_p3,pareto_quality,Standard DE,baseline,3,0.095412,0.604779,0.331773,0.813952,0.749977,1.149488,synthetic_smoke_v0
mintou_p3,pareto_quality,Standard DE,baseline,4,0.102415,0.596322,0.341081,0.806313,0.747076,1.245926,synthetic_smoke_v0
mintou_p3,pareto_quality,Standard DE,baseline,5,0.099577,0.604494,0.328992,0.795268,0.748267,1.129244,synthetic_smoke_v0
mintou_p3,pareto_quality,NSGA-II,baseline,1,0.087367,0.674650,0.300477,0.765502,0.835787,1.397886,synthetic_smoke_v0
mintou_p3,pareto_quality,NSGA-II,baseline,2,0.081058,0.668214,0.300737,0.778736,0.836529,1.397673,synthetic_smoke_v0
mintou_p3,pareto_quality,NSGA-II,baseline,3,0.087954,0.660563,0.304148,0.784121,0.836749,1.394728,synthetic_smoke_v0
mintou_p3,pareto_quality,NSGA-II,baseline,4,0.085625,0.672542,0.304094,0.771645,0.846182,1.620527,synthetic_smoke_v0
mintou_p3,pareto_quality,NSGA-II,baseline,5,0.083423,0.664812,0.309685,0.781676,0.835817,1.310068,synthetic_smoke_v0
mintou_p3,pareto_quality,MOEA/D,baseline,1,0.095160,0.649646,0.312497,0.786183,0.813001,1.211220,synthetic_smoke_v0
mintou_p3,pareto_quality,MOEA/D,baseline,2,0.088534,0.643802,0.306871,0.778862,0.805536,1.189887,synthetic_smoke_v0
mintou_p3,pareto_quality,MOEA/D,baseline,3,0.087176,0.658957,0.299364,0.788502,0.825486,1.271001,synthetic_smoke_v0
mintou_p3,pareto_quality,MOEA/D,baseline,4,0.095352,0.639320,0.309213,0.790259,0.810893,1.094078,synthetic_smoke_v0
mintou_p3,pareto_quality,MOEA/D,baseline,5,0.095470,0.646341,0.312005,0.790107,0.815046,1.328531,synthetic_smoke_v0
mintou_p3,pareto_quality,PSO,baseline,1,0.099433,0.595131,0.322929,0.791285,0.756056,0.842506,synthetic_smoke_v0
mintou_p3,pareto_quality,PSO,baseline,2,0.107393,0.579564,0.339303,0.816433,0.734570,0.959368,synthetic_smoke_v0
mintou_p3,pareto_quality,PSO,baseline,3,0.098627,0.607097,0.325875,0.795612,0.748486,0.867645,synthetic_smoke_v0
mintou_p3,pareto_quality,PSO,baseline,4,0.101073,0.587212,0.336582,0.810376,0.738476,0.889711,synthetic_smoke_v0
mintou_p3,pareto_quality,PSO,baseline,5,0.103576,0.599292,0.343946,0.807328,0.741887,0.927496,synthetic_smoke_v0
mintou_p3,pareto_quality,GA,baseline,1,0.100569,0.583514,0.332554,0.821964,0.731066,0.936436,synthetic_smoke_v0
mintou_p3,pareto_quality,GA,baseline,2,0.104623,0.571635,0.339815,0.822607,0.721993,0.902478,synthetic_smoke_v0
mintou_p3,pareto_quality,GA,baseline,3,0.100309,0.579772,0.345342,0.820910,0.730994,0.980565,synthetic_smoke_v0
mintou_p3,pareto_quality,GA,baseline,4,0.105185,0.565429,0.346135,0.813702,0.713296,1.185683,synthetic_smoke_v0
mintou_p3,pareto_quality,GA,baseline,5,0.103943,0.566677,0.346043,0.827451,0.718883,1.071897,synthetic_smoke_v0
mintou_p3,pareto_quality,Weighted Sum,baseline,1,0.110110,0.539630,0.366623,0.825458,0.686222,0.526502,synthetic_smoke_v0
mintou_p3,pareto_quality,Weighted Sum,baseline,2,0.115154,0.540588,0.362094,0.829799,0.668783,0.497342,synthetic_smoke_v0
mintou_p3,pareto_quality,Weighted Sum,baseline,3,0.117771,0.526897,0.367355,0.825257,0.666829,0.562150,synthetic_smoke_v0
mintou_p3,pareto_quality,Weighted Sum,baseline,4,0.113018,0.557334,0.352545,0.837348,0.687104,0.579341,synthetic_smoke_v0
mintou_p3,pareto_quality,Weighted Sum,baseline,5,0.109600,0.560288,0.367061,0.831594,0.690549,0.546438,synthetic_smoke_v0
mintou_p3,pareto_quality,fixed_parameters,ablation,1,0.069752,0.732984,0.277890,0.740420,0.916269,0.961778,synthetic_smoke_v0
mintou_p3,pareto_quality,fixed_parameters,ablation,2,0.077370,0.715809,0.271704,0.744417,0.894586,1.118348,synthetic_smoke_v0
mintou_p3,pareto_quality,fixed_parameters,ablation,3,0.077759,0.731108,0.278926,0.758109,0.902781,1.128287,synthetic_smoke_v0
mintou_p3,pareto_quality,fixed_parameters,ablation,4,0.076125,0.714142,0.271635,0.763790,0.902651,0.986224,synthetic_smoke_v0
mintou_p3,pareto_quality,fixed_parameters,ablation,5,0.078583,0.720556,0.286506,0.759533,0.893533,1.044496,synthetic_smoke_v0
mintou_p3,pareto_quality,no_strategy_adaptation,ablation,1,0.073212,0.709016,0.293043,0.755572,0.886156,0.942622,synthetic_smoke_v0
mintou_p3,pareto_quality,no_strategy_adaptation,ablation,2,0.078730,0.725128,0.280134,0.758571,0.903073,1.005863,synthetic_smoke_v0
mintou_p3,pareto_quality,no_strategy_adaptation,ablation,3,0.073809,0.711707,0.289911,0.756547,0.894128,0.980641,synthetic_smoke_v0
mintou_p3,pareto_quality,no_strategy_adaptation,ablation,4,0.074226,0.719757,0.273599,0.760747,0.903871,1.221930,synthetic_smoke_v0
mintou_p3,pareto_quality,no_strategy_adaptation,ablation,5,0.082876,0.689391,0.292637,0.756524,0.869550,1.102857,synthetic_smoke_v0
mintou_p3,pareto_quality,no_constraint_repair,ablation,1,0.081114,0.694145,0.285085,0.758700,0.871590,0.874960,synthetic_smoke_v0
mintou_p3,pareto_quality,no_constraint_repair,ablation,2,0.077999,0.693979,0.295721,0.762045,0.861113,1.004827,synthetic_smoke_v0
mintou_p3,pareto_quality,no_constraint_repair,ablation,3,0.084110,0.699600,0.300472,0.777138,0.863222,0.992300,synthetic_smoke_v0
mintou_p3,pareto_quality,no_constraint_repair,ablation,4,0.084741,0.692572,0.302893,0.770507,0.859605,1.164458,synthetic_smoke_v0
mintou_p3,pareto_quality,no_constraint_repair,ablation,5,0.080512,0.702462,0.290694,0.754777,0.869330,1.123436,synthetic_smoke_v0
mintou_p3,pareto_quality,no_diversity_preservation,ablation,1,0.088399,0.683202,0.290762,0.763344,0.847610,0.994909,synthetic_smoke_v0
mintou_p3,pareto_quality,no_diversity_preservation,ablation,2,0.084936,0.663007,0.312709,0.768066,0.830913,1.207097,synthetic_smoke_v0
mintou_p3,pareto_quality,no_diversity_preservation,ablation,3,0.089162,0.657362,0.306623,0.777588,0.833166,1.215325,synthetic_smoke_v0
mintou_p3,pareto_quality,no_diversity_preservation,ablation,4,0.084676,0.701896,0.289085,0.768107,0.865515,1.165210,synthetic_smoke_v0
mintou_p3,pareto_quality,no_diversity_preservation,ablation,5,0.080771,0.692045,0.294058,0.777628,0.865568,1.257783,synthetic_smoke_v0
mintou_p3,pareto_quality,weighted_sum_only,ablation,1,0.081002,0.665074,0.309159,0.777712,0.842865,1.090109,synthetic_smoke_v0
mintou_p3,pareto_quality,weighted_sum_only,ablation,2,0.092042,0.655424,0.314458,0.778240,0.818939,1.155269,synthetic_smoke_v0
mintou_p3,pareto_quality,weighted_sum_only,ablation,3,0.092787,0.649158,0.305514,0.790194,0.811761,0.934269,synthetic_smoke_v0
mintou_p3,pareto_quality,weighted_sum_only,ablation,4,0.091878,0.657693,0.302422,0.788476,0.814460,1.305847,synthetic_smoke_v0
mintou_p3,pareto_quality,weighted_sum_only,ablation,5,0.088810,0.652954,0.306452,0.775659,0.814356,1.295278,synthetic_smoke_v0
mintou_p3,pareto_quality,no_storage_candidates,ablation,1,0.090091,0.639136,0.307058,0.775749,0.801136,1.255065,synthetic_smoke_v0
mintou_p3,pareto_quality,no_storage_candidates,ablation,2,0.092141,0.653752,0.308360,0.769315,0.823628,1.145848,synthetic_smoke_v0
mintou_p3,pareto_quality,no_storage_candidates,ablation,3,0.095869,0.633617,0.323782,0.787029,0.799272,1.269362,synthetic_smoke_v0
mintou_p3,pareto_quality,no_storage_candidates,ablation,4,0.090970,0.638679,0.318200,0.789930,0.798463,1.131747,synthetic_smoke_v0
mintou_p3,pareto_quality,no_storage_candidates,ablation,5,0.088439,0.646295,0.326653,0.781743,0.797715,1.213209,synthetic_smoke_v0
mintou_p3,pareto_quality,no_der_candidates,ablation,1,0.096028,0.640888,0.310263,0.785605,0.798316,1.246565,synthetic_smoke_v0
mintou_p3,pareto_quality,no_der_candidates,ablation,2,0.099875,0.627216,0.320135,0.784454,0.781328,1.190123,synthetic_smoke_v0
mintou_p3,pareto_quality,no_der_candidates,ablation,3,0.096318,0.624198,0.314040,0.785514,0.779919,1.220825,synthetic_smoke_v0
mintou_p3,pareto_quality,no_der_candidates,ablation,4,0.098810,0.631493,0.322344,0.795914,0.784344,1.141892,synthetic_smoke_v0
mintou_p3,pareto_quality,no_der_candidates,ablation,5,0.099097,0.628612,0.318772,0.791505,0.790980,1.148790,synthetic_smoke_v0
mintou_p3,pareto_quality,low_scenario_count,ablation,1,0.101522,0.609613,0.317239,0.801859,0.770699,1.347740,synthetic_smoke_v0
mintou_p3,pareto_quality,low_scenario_count,ablation,2,0.092880,0.624654,0.333134,0.794435,0.777642,1.240865,synthetic_smoke_v0
mintou_p3,pareto_quality,low_scenario_count,ablation,3,0.103091,0.611038,0.336027,0.800034,0.765806,1.079107,synthetic_smoke_v0
mintou_p3,pareto_quality,low_scenario_count,ablation,4,0.097683,0.624502,0.322112,0.788750,0.781607,1.149756,synthetic_smoke_v0
mintou_p3,pareto_quality,low_scenario_count,ablation,5,0.098070,0.599915,0.343156,0.810690,0.752701,1.389301,synthetic_smoke_v0
mintou_p3,constraint_repair,CARS-MODE,proposed,1,0.087055,0.681025,0.297392,0.763752,0.854683,1.368288,synthetic_smoke_v0
mintou_p3,constraint_repair,CARS-MODE,proposed,2,0.081548,0.671303,0.307735,0.763926,0.847940,1.194354,synthetic_smoke_v0
mintou_p3,constraint_repair,CARS-MODE,proposed,3,0.082050,0.683765,0.295577,0.776750,0.849763,1.090985,synthetic_smoke_v0
mintou_p3,constraint_repair,CARS-MODE,proposed,4,0.079778,0.681545,0.290268,0.761524,0.863434,1.470391,synthetic_smoke_v0
mintou_p3,constraint_repair,CARS-MODE,proposed,5,0.078863,0.689312,0.301197,0.767342,0.862700,1.401343,synthetic_smoke_v0
mintou_p3,constraint_repair,Standard DE,baseline,1,0.110949,0.554543,0.358605,0.815099,0.699205,0.949834,synthetic_smoke_v0
mintou_p3,constraint_repair,Standard DE,baseline,2,0.107299,0.550267,0.347823,0.817721,0.700103,1.207623,synthetic_smoke_v0
mintou_p3,constraint_repair,Standard DE,baseline,3,0.117732,0.529529,0.357157,0.839634,0.670977,1.009737,synthetic_smoke_v0
mintou_p3,constraint_repair,Standard DE,baseline,4,0.106904,0.547659,0.354055,0.840049,0.679295,1.043938,synthetic_smoke_v0
mintou_p3,constraint_repair,Standard DE,baseline,5,0.113253,0.569945,0.358979,0.827643,0.702474,1.376096,synthetic_smoke_v0
mintou_p3,constraint_repair,NSGA-II,baseline,1,0.099225,0.615220,0.334395,0.796499,0.765885,1.574666,synthetic_smoke_v0
mintou_p3,constraint_repair,NSGA-II,baseline,2,0.091448,0.621170,0.327723,0.804235,0.779897,1.564752,synthetic_smoke_v0
mintou_p3,constraint_repair,NSGA-II,baseline,3,0.089096,0.621686,0.322273,0.783468,0.782264,1.632928,synthetic_smoke_v0
mintou_p3,constraint_repair,NSGA-II,baseline,4,0.097747,0.602534,0.332498,0.810169,0.747648,1.569271,synthetic_smoke_v0
mintou_p3,constraint_repair,NSGA-II,baseline,5,0.098029,0.597129,0.332297,0.794387,0.755965,1.658575,synthetic_smoke_v0
mintou_p3,constraint_repair,MOEA/D,baseline,1,0.101381,0.576448,0.338027,0.817355,0.724471,1.161524,synthetic_smoke_v0
mintou_p3,constraint_repair,MOEA/D,baseline,2,0.096018,0.589502,0.343164,0.818178,0.745682,1.116157,synthetic_smoke_v0
