paper,target_journal,section,paragraph_id,line_start,line_end,word_count,sentence_count,status,issue_codes,paragraph_preview
mintou_p1_dstar_gru_dispatch,IEEE Access,References,98,481,481,24,6,PASS,,"[14] A. Kaur, L. Nonnenmacher, and C. F. M. Coimbra, ""Net load forecasting for high renewable energy penetration grids,"" *Energy*, vol. 114, pp. 1073–1084, 2016, doi: 10.1016/j.energy.2016.08.067."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,99,483,483,24,3,PASS,,"[15] S. Rahman and R. Bhatnagar, ""An expert system based algorithm for short term load forecast,"" *IEEE Transactions on Power Systems*, vol. 3, no. 2, pp. 392–399, 1988, doi: 10.1109/59.192889."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,100,485,485,34,5,PASS,,"[16] P. Mandal, T. Senjyu, N. Urasaki, and T. Funabashi, ""A neural network based several-hour-ahead electric load forecasting using similar days approach,"" *International Journal of Electrical Power & Energy Systems*, vol. 28, no. 6, pp. 36"
mintou_p1_dstar_gru_dispatch,IEEE Access,References,101,487,487,39,14,PASS,,"[17] A. T. Lora, J. M. R. Santos, A. G. Exposito, J. L. M. Ramos, and J. C. R. Santos, ""Electricity market price forecasting based on weighted nearest neighbors techniques,"" *IEEE Transactions on Power Systems*, vol. 22, no. 3, pp. 1294–130"
mintou_p1_dstar_gru_dispatch,IEEE Access,References,102,489,489,30,6,REVISE,P1_STRONG_CLAIM_CHECK,"[18] S. Alessandrini, L. Delle Monache, S. Sperati, and J. N. Nissen, ""A novel application of an analog ensemble for short-term wind power forecasting,"" *Renewable Energy*, vol. 76, pp. 768–781, 2015, doi: 10.1016/j.renene.2014.11.061."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,103,491,491,26,5,PASS,,"[19] S. Alessandrini, L. Delle Monache, S. Sperati, and G. Cervone, ""An analog ensemble for short-term probabilistic solar power forecast,"" *Applied Energy*, vol. 157, pp. 95–110, 2015, doi: 10.1016/j.apenergy.2015.08.011."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,104,493,493,34,5,PASS,,"[20] L. De Baets, C. Develder, T. Dhaene, and D. Deschrijver, ""Detection of unidentified appliances in non-intrusive load monitoring using siamese neural networks,"" *International Journal of Electrical Power & Energy Systems*, vol. 104, pp."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,105,495,495,26,5,PASS,,"[21] R. Zhu, X. Gong, S. Hu, and Y. Wang, ""Power quality disturbances classification via fully-convolutional Siamese network and k-nearest neighbor,"" *Energies*, vol. 12, no. 24, Art. no. 4732, 2019, doi: 10.3390/en12244732."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,106,497,497,19,3,PASS,,"[22] S. Makridakis and M. Hibon, ""The M3-Competition: results, conclusions and implications,"" *International Journal of Forecasting*, vol. 16, no. 4, pp. 451–476, 2000, doi: 10.1016/S0169-2070(00)00057-1."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,107,499,499,24,5,PASS,,"[23] R. J. Hyndman and A. B. Koehler, ""Another look at measures of forecast accuracy,"" *International Journal of Forecasting*, vol. 22, no. 4, pp. 679–688, 2006, doi: 10.1016/j.ijforecast.2006.03.001."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,108,501,501,24,4,PASS,,"[24] S. Makridakis, E. Spiliotis, and V. Assimakopoulos, ""The M4 Competition: 100,000 time series and 61 forecasting methods,"" *International Journal of Forecasting*, vol. 36, no. 1, pp. 54–74, 2020, doi: 10.1016/j.ijforecast.2019.04.014."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,109,503,503,23,4,PASS,,"[25] S. Makridakis, E. Spiliotis, and V. Assimakopoulos, ""M5 accuracy competition: Results, findings, and conclusions,"" *International Journal of Forecasting*, vol. 38, no. 4, pp. 1346–1364, 2022, doi: 10.1016/j.ijforecast.2021.11.013."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,110,505,505,33,8,PASS,,"[26] T. Hong, P. Pinson, S. Fan, H. Zareipour, A. Troccoli, and R. J. Hyndman, ""Probabilistic energy forecasting: Global Energy Forecasting Competition 2014 and beyond,"" *International Journal of Forecasting*, vol. 32, no. 3, pp. 896–913, 2"
mintou_p1_dstar_gru_dispatch,IEEE Access,References,111,507,507,16,2,PASS,,"[27] D. Yang et al., ""Verification of deterministic solar forecasts,"" *Solar Energy*, vol. 210, pp. 20–37, 2020, doi: 10.1016/j.solener.2020.04.019."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,112,509,509,26,4,PASS,,"[28] H. Hewamalage, K. Ackermann, and C. Bergmeir, ""Forecast evaluation for data scientists: common pitfalls and best practices,"" *Data Mining and Knowledge Discovery*, vol. 37, no. 2, pp. 788–832, 2023, doi: 10.1007/s10618-022-00894-5."
mintou_p1_dstar_gru_dispatch,IEEE Access,References,113,511,511,38,10,PASS,,"[29] J. Zhang, B. Yu, H. Lai, L. Liu, J. Zhou, F. Lou, Y. Ni, Y. Peng, and Z. Yu, ""LoadSeer: Exploiting Tensor Graph Convolutional Network for Power Load Forecasting With Spatio-Temporal Characteristics,"" *IEEE Access*, vol. 12, pp. 190337–"
mintou_p1_dstar_gru_dispatch,IEEE Access,References,114,513,513,24,5,PASS,,"[30] J. He, K. Yuan, Z. Zhong, and Y. Sun, ""Enhancing Short-Term Power Load Forecasting With a TimesNet-Crossformer-LSTM Approach,"" *IEEE Access*, vol. 12, pp. 56774–56788, 2024, doi: 10.1109/ACCESS.2024.3383912."
mintou_p1_dstar_gru_dispatch,IEEE Access,Author Biographies,115,517,517,17,1,BLOCK,P0_PLACEHOLDER,[AUTHOR INPUT REQUIRED: add an IEEE Access short biography and photograph for every author after the references.]
