paper,target_journal,section,paragraph_id,line_start,line_end,word_count,sentence_count,status,issue_codes,paragraph_preview
mintou_p6_bilonsga_project_review,Applied Sciences,7. Discussion,106,542,542,54,3,PASS,,"**Practical implications.** The method's NSGA-II margin ranges from -0.64% at 0.75x to +3.30% at 1.20x, with a 2.74x runtime factor; all evolutionary runs remain sub-second. A forward-only implementation is defensible where the review proce"
mintou_p6_bilonsga_project_review,Applied Sciences,7. Discussion,107,544,544,48,3,PASS,,"The recorded move history covers 99.6% of projects in the returned fronts with at least one operation, but explanation sufficiency has not been validated with human evaluators. If single-criterion regulatory alignment is dominant, AHP-TOPSI"
mintou_p6_bilonsga_project_review,Applied Sciences,7.1. Evidence-Driven Extensions,108,548,548,16,1,PASS,,The results identify five empirical extensions that would test the framework beyond its current proxy setting.
mintou_p6_bilonsga_project_review,Applied Sciences,7.1. Evidence-Driven Extensions,109,556,556,35,3,PASS,,The ablation evidence motivates a method redesign. Future atomic substitution should test bounded look-ahead or dominance-based acceptance (Section 6.3). A sensitivity analysis of scalarization weights and the dependency bonus would also ch
mintou_p6_bilonsga_project_review,Applied Sciences,8. Limitations,110,562,562,8,1,PASS,,We state the boundaries of this study explicitly.
mintou_p6_bilonsga_project_review,Applied Sciences,9. Conclusions,111,580,580,72,5,PASS,,"BiLo-NSGA defines local-search moves in project-review terms: insertion under slack, atomic delete--insert substitution, dependency-aware bonuses, feasibility recovery, and per-move logging. On the 120-candidate public proxy benchmark, it i"
mintou_p6_bilonsga_project_review,Applied Sciences,9. Conclusions,112,582,582,88,5,PASS,,"The component result is asymmetric. Under the primary within-scenario family, removing forward insertion is significantly harmful in three scenarios but raises the pooled mean. Removing atomic substitution raises the pooled mean by 0.61%, a"
mintou_p6_bilonsga_project_review,Applied Sciences,9. Conclusions,113,584,584,58,4,PASS,,The NERC and MTEP16 backtests provide descriptive external consistency. MTEP16 broad capture is 1.071 and the raw point-biserial association is 0.088; strict-label ordering is unresolved. The study consequently supports BiLo-NSGA as a forwa
mintou_p6_bilonsga_project_review,Applied Sciences,Author Contributions,114,590,590,38,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: assign the CRediT roles to Yubin Lin, Jingbo Zhang, Xiaoyu Huang, Dishan Yang, and Jiyu Li, and obtain approval from every author.] All authors have read and agreed to the published version of the manuscript."
mintou_p6_bilonsga_project_review,Applied Sciences,Funding,115,594,594,20,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: insert the verified funder, grant number, and APC funder, or state ""This research received no external funding.""]"
mintou_p6_bilonsga_project_review,Applied Sciences,Data Availability Statement,116,606,606,126,8,PASS,,"All data used in this study are public. Candidate projects are derived from RTS-GMLC (https://github.com/GridMod/RTS-GMLC), SimBench (https://simbench.de), and metadata from public NERC reliability reports (https://www.nerc.com). MISO MTEP1"
mintou_p6_bilonsga_project_review,Applied Sciences,Acknowledgments,117,610,610,40,2,PASS,,"During the preparation of this manuscript, the authors used Claude (Anthropic) for language refinement, literature summary, and formatting assistance under the authors' full intellectual oversight. The authors reviewed and revised all assis"
mintou_p6_bilonsga_project_review,Applied Sciences,Conflicts of Interest,118,614,614,7,1,PASS,,The authors declare no conflicts of interest.
