paper,target_journal,section,paragraph_id,sentence_id,line_start,word_count,status,issue_codes,suggestion_zh,sentence
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,54,137,323,11,PASS,,,Figure 2a and Table 4 present the OPSD 24 h leaderboard over ten seeds.
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,54,138,323,17,PASS,,,"CSA-LoadNet attains mean MAPE 0.032345 (std 0.000817), compared with 0.033715 (std 0.000587) for MLP, a 4.1% relative improvement that is Holm-significant (p = 0.0085)."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,54,139,323,24,PASS,,,MLP was the strongest observed external model in the preliminary three-seed OPSD screen; the exact-hierarchy Ausgrid study yields a different ordering led by DLinear.
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,54,140,323,11,PASS,,,"The no-aggregation TemporalOnly ablation reaches 0.034591, 6.5% above the full model (p = 0.0011, U = 0)."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,54,141,323,18,PASS,,,"In the paired sensitivity analysis, CSA-minus-MLP MAPE is -0.001371 (pointwise 95% bootstrap CI [-0.001826, -0.000927]) and CSA-minus-TemporalOnly is -0.002246 ([-0.002813, -0.001741]); both paired Holm p = 0.0117."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,55,142,325,23,PASS,,,"**Table 4.** OPSD day-ahead (24 h) leaderboard: mean ± std MAPE over 10 seeds, with the Holm-adjusted p of the comparison against CSA-LoadNet (from `real_opsd_v7_leaderboard.csv` and `real_p2_v7_significance.csv`)."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,56,143,339,17,PASS,,,"**Figure 2.** Day-ahead (24 h) leaderboards on (**a**) OPSD (MAPE) and (**b**) SimBench (normalized MAE), mean ± std over 10 seeds."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,56,144,339,30,PASS,,,On OPSD the proposed model separates significantly from the MLP baseline and the no-aggregation ablation; on SimBench no separation from the MLP is established and the MLP mean is ahead.
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,57,145,341,6,PASS,,,Two features of Table 4 constrain interpretation.
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,57,146,341,26,PASS,,,"NoCalendar has the best nominal mean at this horizon (0.031873), but its difference from the full model is not significant ($p=0.485$) and does not recur significantly elsewhere."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,57,147,341,22,PASS,,,"The result suggests that the calendar channel may add little at 24 h, but it is not treated as a supported component finding."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,57,148,341,13,PASS,,,"The three weight-form ablations also remain within ±0.4% of the full model, foreshadowing Section 6.3."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,58,149,343,24,PASS,,,"For context, in the preliminary 3-seed v6 screen on the same OPSD 24 h split, TCN, PatchTST-lite, DLinear, and LSTM trail MLP (MAPE 0.0361, 0.0378, 0.0408, and 0.0527, respectively, versus 0.0339)."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,58,150,343,22,PASS,,,"This screen motivated selecting MLP for the ten-seed decision set, but its four-method ordering is supporting evidence rather than equal-strength confirmatory inference."
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,59,151,347,21,PASS,,,"Figure 3 condenses the complete decision analysis: every proposed-versus-opponent comparison in all five dataset/horizon settings, with its Holm-adjusted p-value and verdict."
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,60,152,351,11,PASS,,,"**Figure 3.** Component-level significance summary (Mann–Whitney U, Holm-corrected, 10 seeds per cell)."
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,60,153,351,23,PASS,,,Exactly two non-hierarchical comparisons are significant wins--OPSD 24 h against MLP and against the no-aggregation ablation--and OPSD 1 h contains a significant loss to MLP.
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,60,154,351,12,PASS,,,The corrected hierarchy and its DLinear loss are reported separately in Figures 4--5.
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,60,155,351,9,PASS,,,The entire weight-form block remains inseparable in every setting.
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,61,156,353,7,PASS,,,The matrix summarizes the paper's central result.
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,61,157,353,13,PASS,,,"At OPSD 24 h, both the external comparison and the aggregation-existence comparison separate significantly."
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,61,158,353,22,PASS,,,"At the 1 h settings, TemporalOnly is nominally worse than the full model but the differences are not significant (OPSD, p = 0.188; SimBench, p = 0.271)."
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,61,159,353,21,PASS,,,"The aggregation signal is also absent at SimBench 24 h and Ausgrid (p = 1 in both), with TemporalOnly nominally ahead at SimBench 24 h."
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,61,160,353,13,PASS,,,No weight-form comparison approaches significance; every Holm-adjusted p in that comparison family equals 1.
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,62,161,357,17,PASS,,,This section reports the result we did not want but consider the paper's most broadly useful contribution.
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,62,162,357,34,PASS,,,"The project's original hypothesis was that hyperbolic geometry — Poincaré-ball embeddings with learnable curvature — would encode latent relational structure among load series better than flat alternatives, and the method was named for that hypothesis (Section 4.5)."
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,62,163,357,6,PASS,,,The ten-seed evidence refutes it comprehensively:
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,63,164,363,37,PASS,,,"Together with the TemporalOnly separation in Section 6.1, the evidence supports a narrower attribution: cross-series aggregation is useful in the OPSD day-ahead setting, whereas no difference among the tested weighting schemes is resolved at the available statistical precision."
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,63,165,363,19,PASS,,,"Equal-weight neighbor averaging is therefore a simpler empirically competitive option, not a demonstrated equivalent of the learned weight forms."
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,63,166,363,16,PASS,,,"For graph-based load forecasting, the result shows why single-run point estimates are insufficient for component attribution."
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,63,167,363,27,PASS,,,"For this paper, it determines the claim structure: the Poincaré embedding is treated as an implementation option, and the contribution centers on the aggregation-existence comparison that survived testing."
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,64,168,365,7,PASS,,,We note what this finding is not.
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,64,169,365,22,PASS,,,"It is not evidence that weight form never matters — larger pools, sparser cross-correlations, or genuinely tree-structured populations might separate the variants (Section 8)."
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,64,170,365,22,PASS,,,"The protocol detected the observed 4.1% OPSD MAPE difference, but no weighting-form difference was resolved under the tested seeds, horizons, and multiplicity correction."
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,64,171,365,16,PASS,,,"This is an absence of detected contribution, not an equivalence result or a general power claim."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,65,172,369,26,PASS,,,"The Ausgrid experiment uses an exact hierarchy built from the 12 selected complete customers: four deterministic postcode-sorted groups each sum three leaves, and the root sums all 12."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,65,173,369,15,PASS,,,Figure 4 makes the 17-by-12 summing structure explicit; the identity $Y=SB$ holds at every hour.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,65,174,369,10,PASS,,,Earlier non-exact aggregates are excluded from every result reported here.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,66,175,373,4,PASS,,,**Figure 4.** Corrected Ausgrid hierarchy.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,66,176,373,26,PASS,,,The four intermediate series and the system total are deterministic sums of the same 12 leaves used by every forecasting method; no outside customer enters an aggregate.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,177,375,7,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,Each model first forecasts all 17 nodes independently.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,178,375,28,PASS,,,"Base forecasts are then compared with bottom-up aggregation, top-down allocation using training-period leaf proportions, and the OLS projection $S(S^{\mathsf T}S)^{-1}S^{\mathsf T}\hat Y$."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,179,375,16,PASS,,,Bottom-up and OLS are exactly coherent; the mean base-forecast coherence violation across the displayed methods is 0.035.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,180,375,6,PASS,,,Accuracy and coherence are not interchangeable.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,181,375,15,PASS,,,"DLinear with bottom-up reconciliation is best at hierarchy-weighted sMAPE 0.28017, followed by DLinear with OLS at 0.28047."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,182,375,4,PASS,,,CSA-LoadNet with OLS reaches 0.28949.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,183,375,24,PASS,,,"Under the same OLS transformation, CSA-LoadNet significantly loses to DLinear (Holm $p=0.000985$), significantly beats LSTM ($p=0.000913$), and is unresolved against MLP, TCN, and PatchTST-lite."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,184,375,11,PASS,,,"The paired CSA-minus-DLinear difference is 0.00902 (pointwise 95% bootstrap CI [0.00606, 0.01215], paired Holm p = 0.0195)."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,68,185,379,18,PASS,,,"**Figure 5.** (a) Hierarchy-weighted sMAPE under independent, bottom-up, and OLS-reconciled forecasts (ten seeds per model). (b) Mean structural violation."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,68,186,379,20,PASS,,,"Bottom-up and OLS enforce exact coherence, but DLinear remains more accurate than CSA-LoadNet; reconciliation does not rescue the architectural ranking."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,69,187,381,12,PASS,,,The corrected result strengthens the boundary claim rather than the method claim.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,69,188,381,17,PASS,,,"Cross-series aggregation helps on the six-country OPSD pool at 24 h, where national loads supply mutually informative context."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,69,189,381,14,PASS,,,"On the exact customer hierarchy, a strong linear decomposition with deterministic aggregation is better."
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,69,190,381,27,PASS,,,"The experiment therefore supports using coherence constraints where accounting identities matter and reserving CSA-LoadNet for settings in which cross-series context, rather than hierarchy alone, carries predictive information."
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,191,385,9,PASS,,,The remaining cells of Figure 3 complete the boundary map.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,192,385,14,PASS,,,"On OPSD 1 h, the MLP significantly beats CSA-LoadNet (0.010155 versus 0.010689 mean MAPE; primary Holm $p=0.0348$)."
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,193,385,13,PASS,,,"The post-freeze paired sensitivity agrees: CSA-minus-MLP MAPE is 0.000534 (pointwise 95% CI [0.000248, 0.000826], paired Holm $p=0.0469$)."
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,194,385,12,PASS,,,"At this lead time, recent target history may dominate the aggregation context."
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,195,385,8,PASS,,,"On SimBench, neither horizon separates from the MLP."
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,196,385,22,PASS,,,"The proposed mean is only trivially lower at 1 h (0.033349 versus 0.033385 nMAE; $p=1$), whereas the MLP mean is lower at 24 h (0.058591 versus 0.060662; $p=0.084$)."
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,197,385,9,PASS,,,We therefore make no SimBench superiority or parity claim.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,71,198,387,11,PASS,,,Figure 6 expresses the five primary comparisons as seed-paired relative error changes.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,71,199,387,4,PASS,,,Positive values favor CSA-LoadNet.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,71,200,387,11,PASS,,,Only OPSD 24 h combines a positive mean effect with corrected significance.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,71,201,387,25,PASS,,,"OPSD 1 h and the corrected Ausgrid hierarchy favor their strongest named comparators; SimBench 1 h is effectively zero, and SimBench 24 h trends against the proposed model."
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,71,202,387,14,PASS,,,This cross-dataset view prevents the single favorable cell from being mistaken for general superiority.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,72,203,391,15,PASS,,,**Figure 6.** Seed-paired relative reduction in each dataset's primary error for CSA-LoadNet against the named comparator.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,72,204,391,18,PASS,,,Bars show the mean and error bars show the standard deviation across matched seeds; positive values favor CSA-LoadNet.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,72,205,391,10,PASS,,,The historical evidence label `HyG-LoadFormer (neural)` maps one-to-one to CSA-LoadNet.
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,72,206,391,14,PASS,,,"Inferential decisions use the Holm-adjusted tests and the corrected hierarchy table, not visual overlap."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,73,207,395,11,PASS,,,Figure 7 replaces selective pairwise reading with a complete current rank profile.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,73,208,395,28,PASS,,,Every available model is ranked by the prespecified primary metric in each of the five dataset--horizon settings; the Ausgrid column uses the exact hierarchy under common OLS reconciliation.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,73,209,395,29,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,"CSA-LoadNet ranks in the middle of the OPSD 1 h field, first on OPSD 24 h, near the front but unresolved against several methods on SimBench, and below DLinear on Ausgrid."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,73,210,395,13,PASS,,,Missing cells indicate methods not run in a setting and are not imputed.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,73,211,395,19,PASS,,,"We do not form a cross-dataset average rank because MAPE, normalized MAE, and hierarchy-weighted sMAPE answer different scale questions."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,74,212,399,6,PASS,,,**Figure 7.** Ranks by dataset-specific primary error.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,74,213,399,9,PASS,,,Rank 1 is the lowest mean error within a column.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,74,214,399,7,PASS,,,Dashes mark methods absent from an experiment.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,74,215,399,19,PASS,,,Non-hierarchical cells use the ten-seed OPSD and SimBench leaderboards; the Ausgrid column uses the exact hierarchy with OLS reconciliation.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,75,216,401,9,PASS,,,The run-time profile in Figure 8 supplies the computational counterpart.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,75,217,401,17,PASS,,,The same compact architecture is inexpensive on OPSD and SimBench and slower on the 17-series Ausgrid hierarchy.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,75,218,401,39,PASS,,,"The y-axis intentionally retains each dataset's primary metric, so vertical locations must not be compared across datasets; the panel asks whether a reported accuracy cell is accompanied by an exceptional computational burden, not whether the error scales are interchangeable."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,76,219,405,14,PASS,,,**Figure 8.** Mean wall-clock time and dataset-specific primary error for CSA-LoadNet at each evaluated horizon.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,76,220,405,4,PASS,,,The x-axis is logarithmic.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,76,221,405,14,PASS,,,"Timings are interpreted within dataset and execution environment, not across CPU and GPU blocks."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,77,222,407,22,PASS,,,"**Table 5.** Stability summary across the complete primary-metric comparisons. ""Supported"" requires Holm-adjusted (p<0.05); a nominal mean ordering without corrected separation is not counted."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,78,223,417,10,PASS,,,The table and rank profile make the generalization ceiling explicit.
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,78,224,417,21,PASS,,,"The supported contribution is a narrow day-ahead aggregation effect on OPSD, accompanied by two statistically adverse settings and two unresolved settings."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,78,225,417,9,PASS,,,More elaborate attention geometry does not widen that ceiling.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,79,226,425,8,PASS,,,The experiments support claims at three different levels.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,79,227,425,26,PASS,,,The strongest evidence is the ten-seed decision set with within-setting multiplicity correction: it supports cross-series aggregation over the MLP and no-aggregation controls on OPSD at 24 h.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,79,228,425,26,PASS,,,"The same analysis does not distinguish Poincaré, Euclidean, equal-weight, or curvature variants, so the contribution lies in aggregation rather than in the geometry used to weight neighbors."
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,79,229,425,17,PASS,,,Preliminary three-seed architecture screens provide context for baseline selection but do not carry the same inferential weight.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,80,230,427,8,PASS,,,The exact Ausgrid experiment answers a different question.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,80,231,427,21,PASS,,,It constructs all four regional aggregates and the root from the same 12 leaves and applies common reconciliation transformations to every method.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,80,232,427,14,PASS,,,"Bottom-up and OLS reconciliation remove structural violations, yet DLinear remains more accurate than CSA-LoadNet."
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,80,233,427,21,PASS,,,Coherence is therefore a constraint that can be enforced after forecasting; it is not evidence that the underlying forecaster is accurate.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,81,234,429,15,PASS,,,This hierarchy of evidence prevents a favorable day-ahead cell from becoming a general architecture claim.
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,81,235,429,33,PASS,,,"It also produces an actionable design conclusion: pool context is useful when regional series share predictive structure over the longer lead, whereas additional weighting complexity is not supported at the evaluated pool sizes."
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,81,236,429,14,PASS,,,Preregistered component families and multiple temporal origins would strengthen future tests of that interpretation.
mintou_p2_hygraph_load_forecasting,Electronics,7.2. Why Aggregation Helps at 24 h and Not at 1 h,82,237,433,9,PASS,,,The horizon asymmetry in Figure 3 admits a simple reading.
mintou_p2_hygraph_load_forecasting,Electronics,7.2. Why Aggregation Helps at 24 h and Not at 1 h,82,238,433,40,PASS,,,"At one-hour lead, each country's own most recent observations carry nearly all recoverable information, and any capacity spent on pool context competes with capacity spent on the target's own dynamics — hence a plain MLP on the target window wins outright."
mintou_p2_hygraph_load_forecasting,Electronics,7.2. Why Aggregation Helps at 24 h and Not at 1 h,82,239,433,41,PASS,,,"At day-ahead lead, the target's terminal observations are 24 h stale; what generalizes across that gap is shared structure — synchronized daily and weekly shapes, common weather-driven regimes — which is exactly what a pooled context vector over five neighboring national loads can supply."
mintou_p2_hygraph_load_forecasting,Electronics,7.2. Why Aggregation Helps at 24 h and Not at 1 h,82,240,433,36,PASS,,,"The TemporalOnly column supports this reading quantitatively: its deficit against the full model is decisive at OPSD 24 h (p = 0.0011), directionally present but non-significant at the 1 h settings, and absent on Ausgrid where the pool is uninformative."
mintou_p2_hygraph_load_forecasting,Electronics,7.2. Why Aggregation Helps at 24 h and Not at 1 h,82,241,433,15,PASS,,,"We offer this as an interpretation consistent with the evidence, not as a tested mechanism."
mintou_p2_hygraph_load_forecasting,Electronics,7.3. Implications for the Cross-Series Forecasting Literature,83,242,437,11,PASS,,,Our results neither reject cross-series modeling nor support additional weighting complexity.
mintou_p2_hygraph_load_forecasting,Electronics,7.3. Implications for the Cross-Series Forecasting Literature,83,243,437,20,PASS,,,"In the OPSD multi-region day-ahead setting, aggregation improves MAPE by 6.5% and survives both the prespecified test and paired sensitivity analysis."
mintou_p2_hygraph_load_forecasting,Electronics,7.3. Implications for the Cross-Series Forecasting Literature,83,244,437,22,PASS,,,"By contrast, no difference among the tested weight forms is resolved in any setting; equivalence within a prespecified tolerance was not tested."
mintou_p2_hygraph_load_forecasting,Electronics,7.3. Implications for the Cross-Series Forecasting Literature,83,245,437,10,PASS,,,This contrast shows why mechanism claims require repeated component-level evaluation.
mintou_p2_hygraph_load_forecasting,Electronics,7.3. Implications for the Cross-Series Forecasting Literature,83,246,437,22,PASS,,,"In this study, the OPSD and SimBench decision sets were feasible on CPU, while the larger exact-hierarchy rerun used a single RTX 3090."
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,84,247,455,13,PASS,,,This study determines which components of a cross-series attention forecaster earn empirical support.
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,84,248,455,20,PASS,,,"On the public six-country OPSD benchmark, CSA-LoadNet significantly outperforms the ten-seed MLP comparator at 24 h (mean MAPE 0.0323 versus 0.0337; Holm $p=0.0085$)."
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,84,249,455,17,PASS,,,It also outperforms its no-aggregation ablation (Holm $p=0.0011$) over ten seeded runs under a leakage-free temporal protocol.
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,84,250,455,19,PASS,,,The remaining four compact neural families were screened with three seeds and do not carry the same confirmatory weight.
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,84,251,455,12,PASS,,,Cross-series aggregation is therefore supported only for the stated day-ahead multi-region setting.
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,85,252,457,12,PASS,,,The form of the aggregation weights is not supported as a differentiator.
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,85,253,457,20,PASS,,,"No difference among hyperbolic, Euclidean, equal-weight, and fixed-curvature variants is resolved in the tested non-hierarchical settings; equivalence was not tested."
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,85,254,457,28,PASS,,,"Outside the OPSD day-ahead setting, the method loses at 1 h on OPSD, does not separate from MLP on SimBench, and loses to DLinear on the exact Ausgrid hierarchy."
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,85,255,457,13,PASS,,,Bottom-up and OLS reconciliation make forecasts coherent but do not change that ranking.
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,85,256,457,23,PASS,,,"The resulting contribution is a setting-specific aggregation effect, a clear separation between accuracy and coherence, and an empirical limit on additional weighting complexity."
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,85,257,457,17,PASS,,,"The public datasets, full configurations, per-seed results, and hierarchy construction are released to support reproduction and extension."
mintou_p2_hygraph_load_forecasting,Electronics,Author Contributions,86,258,463,38,BLOCK,P0_PLACEHOLDER,投稿前填入经作者确认的信息，删除占位标记,"[AUTHOR INPUT REQUIRED: assign the CRediT roles to Jieyun Zheng, Linyao Zhang, Zhanghuang Zhang, Zhuolin Chen, and Ying Shi, and obtain approval from every author.] All authors have read and agreed to the published version of the manuscript."
mintou_p2_hygraph_load_forecasting,Electronics,Funding,87,259,467,20,BLOCK,P0_PLACEHOLDER,投稿前填入经作者确认的信息，删除占位标记,"[AUTHOR INPUT REQUIRED: insert the verified funder, grant number, and APC funder, or state ""This research received no external funding.""]"
mintou_p2_hygraph_load_forecasting,Electronics,Data Availability Statement,88,260,479,34,PASS,,,"All datasets used in this study are public: the Open Power System Data 60 min package (https://open-power-system-data.org) [29], SimBench load profiles (https://simbench.de) [30], and Ausgrid solar-home electricity data (https://www.ausgrid.com.au) [24]."
mintou_p2_hygraph_load_forecasting,Electronics,Data Availability Statement,88,261,479,35,PASS,,,"The CSA-LoadNet implementation, configurations, 420 non-hierarchical decision-set records, 440 exact-hierarchy model--reconciliation records, effect and interval tables, paired-sensitivity results, split/source profiles, and figure scripts are included in the supplementary package and are available from the corresponding author."
mintou_p2_hygraph_load_forecasting,Electronics,Data Availability Statement,88,262,479,13,PASS,,,"A persistent public archive can be supplied before publication, subject to source-data terms."
mintou_p2_hygraph_load_forecasting,Electronics,Data Availability Statement,88,263,479,21,PASS,,,"Archived CSV files use the historical full-configuration label `HyG-LoadFormer (neural)`, whose one-to-one mapping to CSA-LoadNet is documented in the evidence README."
