paper_id,experiment_id,method,method_role,repeat,mae,mape,peak_load_error,quality_index,rmse,runtime_s,scenario_status,spatial_transfer_error
mintou_p2,day_ahead_forecast,XGBoost,baseline,3,0.585479,0.129668,0.177683,0.686631,0.707626,0.510866,synthetic_smoke_v0,0.209597
mintou_p2,day_ahead_forecast,XGBoost,baseline,4,0.574875,0.131489,0.169532,0.697361,0.701285,0.555256,synthetic_smoke_v0,0.192599
mintou_p2,day_ahead_forecast,XGBoost,baseline,5,0.572517,0.126485,0.178082,0.692974,0.697191,0.665367,synthetic_smoke_v0,0.194827
mintou_p2,day_ahead_forecast,LSTM,baseline,1,0.557455,0.128098,0.173779,0.710421,0.696693,0.674016,synthetic_smoke_v0,0.199984
mintou_p2,day_ahead_forecast,LSTM,baseline,2,0.577427,0.128470,0.167588,0.711176,0.686343,0.841646,synthetic_smoke_v0,0.200631
mintou_p2,day_ahead_forecast,LSTM,baseline,3,0.566643,0.133408,0.170180,0.693015,0.684829,0.798228,synthetic_smoke_v0,0.196784
mintou_p2,day_ahead_forecast,LSTM,baseline,4,0.572067,0.126267,0.178780,0.701603,0.680354,0.650461,synthetic_smoke_v0,0.202238
mintou_p2,day_ahead_forecast,LSTM,baseline,5,0.587510,0.126886,0.176686,0.700359,0.704714,0.710924,synthetic_smoke_v0,0.192201
mintou_p2,day_ahead_forecast,BiLSTM,baseline,1,0.540630,0.124205,0.172950,0.734971,0.670879,0.856614,synthetic_smoke_v0,0.192088
mintou_p2,day_ahead_forecast,BiLSTM,baseline,2,0.545785,0.127552,0.173689,0.724012,0.684583,0.803389,synthetic_smoke_v0,0.189809
mintou_p2,day_ahead_forecast,BiLSTM,baseline,3,0.547571,0.120658,0.171616,0.738560,0.663185,0.748867,synthetic_smoke_v0,0.192704
mintou_p2,day_ahead_forecast,BiLSTM,baseline,4,0.564505,0.130748,0.167170,0.710751,0.695004,0.936489,synthetic_smoke_v0,0.191977
mintou_p2,day_ahead_forecast,BiLSTM,baseline,5,0.569685,0.121430,0.165577,0.729377,0.681886,0.939659,synthetic_smoke_v0,0.186976
mintou_p2,day_ahead_forecast,TCN,baseline,1,0.564781,0.123661,0.167402,0.735827,0.670216,0.748692,synthetic_smoke_v0,0.196794
mintou_p2,day_ahead_forecast,TCN,baseline,2,0.534015,0.122615,0.164852,0.742790,0.651362,0.740454,synthetic_smoke_v0,0.190057
mintou_p2,day_ahead_forecast,TCN,baseline,3,0.546873,0.121841,0.171956,0.736168,0.679388,0.720509,synthetic_smoke_v0,0.192830
mintou_p2,day_ahead_forecast,TCN,baseline,4,0.550796,0.126067,0.165404,0.734382,0.676632,0.663274,synthetic_smoke_v0,0.190298
mintou_p2,day_ahead_forecast,TCN,baseline,5,0.557720,0.120491,0.165914,0.745541,0.648689,0.698719,synthetic_smoke_v0,0.189234
mintou_p2,day_ahead_forecast,Transformer,baseline,1,0.514549,0.118539,0.165148,0.771243,0.628963,1.119124,synthetic_smoke_v0,0.188741
mintou_p2,day_ahead_forecast,Transformer,baseline,2,0.538196,0.122555,0.169686,0.752766,0.640577,0.918972,synthetic_smoke_v0,0.184981
mintou_p2,day_ahead_forecast,Transformer,baseline,3,0.517225,0.122944,0.163431,0.760834,0.644591,1.172143,synthetic_smoke_v0,0.193564
mintou_p2,day_ahead_forecast,Transformer,baseline,4,0.528752,0.118112,0.159342,0.772435,0.627102,1.108062,synthetic_smoke_v0,0.186577
mintou_p2,day_ahead_forecast,Transformer,baseline,5,0.536579,0.123844,0.159708,0.748964,0.661052,1.284521,synthetic_smoke_v0,0.190403
mintou_p2,day_ahead_forecast,Euclidean GCN,baseline,1,0.536155,0.121604,0.165923,0.756394,0.655524,0.994200,synthetic_smoke_v0,0.184024
mintou_p2,day_ahead_forecast,Euclidean GCN,baseline,2,0.513597,0.115243,0.158240,0.784828,0.620342,1.036394,synthetic_smoke_v0,0.177535
mintou_p2,day_ahead_forecast,Euclidean GCN,baseline,3,0.528256,0.114665,0.161653,0.779679,0.622755,0.887713,synthetic_smoke_v0,0.184014
mintou_p2,day_ahead_forecast,Euclidean GCN,baseline,4,0.524353,0.122458,0.160425,0.753492,0.642942,1.203452,synthetic_smoke_v0,0.194092
mintou_p2,day_ahead_forecast,Euclidean GCN,baseline,5,0.524993,0.121780,0.155690,0.777718,0.637115,0.911890,synthetic_smoke_v0,0.181929
mintou_p2,day_ahead_forecast,GCN-Transformer,baseline,1,0.497442,0.117485,0.155474,0.791873,0.631885,0.994947,synthetic_smoke_v0,0.175185
mintou_p2,day_ahead_forecast,GCN-Transformer,baseline,2,0.489326,0.113719,0.155020,0.801228,0.618044,1.210028,synthetic_smoke_v0,0.180245
mintou_p2,day_ahead_forecast,GCN-Transformer,baseline,3,0.521595,0.117978,0.157209,0.793246,0.623597,1.279121,synthetic_smoke_v0,0.179815
mintou_p2,day_ahead_forecast,GCN-Transformer,baseline,4,0.512081,0.119017,0.160691,0.798077,0.632005,1.100324,synthetic_smoke_v0,0.172790
mintou_p2,day_ahead_forecast,GCN-Transformer,baseline,5,0.490710,0.117213,0.158675,0.804578,0.613715,1.258953,synthetic_smoke_v0,0.181652
mintou_p2,day_ahead_forecast,CNN-LSTM,baseline,1,0.520161,0.123410,0.166965,0.759313,0.644990,0.904187,synthetic_smoke_v0,0.189102
mintou_p2,day_ahead_forecast,CNN-LSTM,baseline,2,0.547696,0.126112,0.164561,0.734218,0.654005,0.855248,synthetic_smoke_v0,0.192070
mintou_p2,day_ahead_forecast,CNN-LSTM,baseline,3,0.540907,0.122971,0.166159,0.731527,0.681674,0.959493,synthetic_smoke_v0,0.193925
mintou_p2,day_ahead_forecast,CNN-LSTM,baseline,4,0.540505,0.124254,0.165827,0.754919,0.654367,0.973147,synthetic_smoke_v0,0.182734
mintou_p2,day_ahead_forecast,CNN-LSTM,baseline,5,0.542601,0.123749,0.169591,0.750415,0.655987,0.974367,synthetic_smoke_v0,0.182535
mintou_p2,day_ahead_forecast,euclidean_gcn,ablation,1,0.438277,0.104691,0.143488,0.871955,0.547206,0.966423,synthetic_smoke_v0,0.160318
mintou_p2,day_ahead_forecast,euclidean_gcn,ablation,2,0.443928,0.103492,0.145272,0.890782,0.543443,1.129811,synthetic_smoke_v0,0.155149
mintou_p2,day_ahead_forecast,euclidean_gcn,ablation,3,0.461017,0.106901,0.147143,0.879659,0.547891,1.028886,synthetic_smoke_v0,0.166674
mintou_p2,day_ahead_forecast,euclidean_gcn,ablation,4,0.443606,0.107116,0.141367,0.888458,0.543097,1.014414,synthetic_smoke_v0,0.157233
mintou_p2,day_ahead_forecast,euclidean_gcn,ablation,5,0.447929,0.109846,0.147423,0.863743,0.573592,1.019768,synthetic_smoke_v0,0.169486
mintou_p2,day_ahead_forecast,fixed_curvature,ablation,1,0.462009,0.109707,0.145059,0.872591,0.560963,1.017342,synthetic_smoke_v0,0.164715
mintou_p2,day_ahead_forecast,fixed_curvature,ablation,2,0.451485,0.111611,0.149992,0.856085,0.557923,0.930453,synthetic_smoke_v0,0.162031
mintou_p2,day_ahead_forecast,fixed_curvature,ablation,3,0.459587,0.105407,0.144085,0.867517,0.576777,1.053927,synthetic_smoke_v0,0.162011
mintou_p2,day_ahead_forecast,fixed_curvature,ablation,4,0.463150,0.107802,0.144120,0.848373,0.580467,0.948560,synthetic_smoke_v0,0.168036
mintou_p2,day_ahead_forecast,fixed_curvature,ablation,5,0.476460,0.106938,0.148265,0.840223,0.574200,1.062322,synthetic_smoke_v0,0.175188
mintou_p2,day_ahead_forecast,temporal_only,ablation,1,0.480870,0.108929,0.144489,0.843082,0.596973,1.147848,synthetic_smoke_v0,0.177089
mintou_p2,day_ahead_forecast,temporal_only,ablation,2,0.481565,0.109317,0.155283,0.834197,0.592473,1.200908,synthetic_smoke_v0,0.176009
mintou_p2,day_ahead_forecast,temporal_only,ablation,3,0.489630,0.108875,0.150371,0.828508,0.585144,1.245299,synthetic_smoke_v0,0.171373
mintou_p2,day_ahead_forecast,temporal_only,ablation,4,0.466681,0.109107,0.143324,0.841080,0.595007,1.308696,synthetic_smoke_v0,0.175437
mintou_p2,day_ahead_forecast,temporal_only,ablation,5,0.482676,0.107388,0.142216,0.849487,0.572041,1.271429,synthetic_smoke_v0,0.164477
mintou_p2,day_ahead_forecast,no_weather_features,ablation,1,0.485949,0.111312,0.153521,0.816430,0.601706,1.255584,synthetic_smoke_v0,0.181873
mintou_p2,day_ahead_forecast,no_weather_features,ablation,2,0.496164,0.110908,0.149005,0.820413,0.601757,1.165546,synthetic_smoke_v0,0.180136
mintou_p2,day_ahead_forecast,no_weather_features,ablation,3,0.476374,0.114726,0.151854,0.828965,0.592472,1.012385,synthetic_smoke_v0,0.169441
mintou_p2,day_ahead_forecast,no_weather_features,ablation,4,0.488028,0.114316,0.151990,0.802494,0.606118,0.998016,synthetic_smoke_v0,0.178441
mintou_p2,day_ahead_forecast,no_weather_features,ablation,5,0.497074,0.116456,0.153246,0.802630,0.605501,1.281917,synthetic_smoke_v0,0.180138
mintou_p2,day_ahead_forecast,physical_edges_only,ablation,1,0.506966,0.116759,0.155392,0.800443,0.622497,1.141533,synthetic_smoke_v0,0.183674
mintou_p2,day_ahead_forecast,physical_edges_only,ablation,2,0.491771,0.113523,0.155030,0.806245,0.602394,1.254572,synthetic_smoke_v0,0.186122
mintou_p2,day_ahead_forecast,physical_edges_only,ablation,3,0.520083,0.115006,0.154891,0.797614,0.618724,1.133949,synthetic_smoke_v0,0.177387
mintou_p2,day_ahead_forecast,physical_edges_only,ablation,4,0.503976,0.117051,0.157120,0.801907,0.602512,1.314385,synthetic_smoke_v0,0.178866
mintou_p2,day_ahead_forecast,physical_edges_only,ablation,5,0.496191,0.117048,0.151783,0.817474,0.601173,1.032663,synthetic_smoke_v0,0.175104
mintou_p2,day_ahead_forecast,poincare_only,ablation,1,0.507966,0.121324,0.159746,0.788983,0.624246,1.076921,synthetic_smoke_v0,0.178831
mintou_p2,day_ahead_forecast,poincare_only,ablation,2,0.501967,0.121037,0.154631,0.791445,0.616443,1.227898,synthetic_smoke_v0,0.186143
mintou_p2,day_ahead_forecast,poincare_only,ablation,3,0.514522,0.118189,0.162432,0.774582,0.628545,1.386550,synthetic_smoke_v0,0.188589
mintou_p2,day_ahead_forecast,poincare_only,ablation,4,0.531589,0.117043,0.158146,0.773398,0.624089,1.425299,synthetic_smoke_v0,0.192138
mintou_p2,day_ahead_forecast,poincare_only,ablation,5,0.495524,0.113192,0.159153,0.792288,0.628180,1.209615,synthetic_smoke_v0,0.186889
mintou_p2,day_ahead_forecast,short_horizon_only,ablation,1,0.517055,0.117992,0.158114,0.770158,0.641220,1.334051,synthetic_smoke_v0,0.179867
mintou_p2,day_ahead_forecast,short_horizon_only,ablation,2,0.535914,0.125904,0.160140,0.748377,0.658359,1.160914,synthetic_smoke_v0,0.194155
mintou_p2,day_ahead_forecast,short_horizon_only,ablation,3,0.523694,0.121326,0.164554,0.762445,0.650411,1.211709,synthetic_smoke_v0,0.183743
mintou_p2,day_ahead_forecast,short_horizon_only,ablation,4,0.521820,0.120766,0.167341,0.762736,0.638230,1.052615,synthetic_smoke_v0,0.189616
mintou_p2,day_ahead_forecast,short_horizon_only,ablation,5,0.525248,0.122486,0.163084,0.776196,0.646386,1.418211,synthetic_smoke_v0,0.188296
mintou_p2,feeder_profile_forecast,HyG-LoadFormer,proposed,1,0.452647,0.109787,0.138726,0.865479,0.562647,1.362986,synthetic_smoke_v0,0.170190
mintou_p2,feeder_profile_forecast,HyG-LoadFormer,proposed,2,0.488697,0.110485,0.143707,0.841125,0.576578,1.162067,synthetic_smoke_v0,0.164262
mintou_p2,feeder_profile_forecast,HyG-LoadFormer,proposed,3,0.460845,0.109134,0.142949,0.850933,0.574575,1.350339,synthetic_smoke_v0,0.166000
mintou_p2,feeder_profile_forecast,HyG-LoadFormer,proposed,4,0.456815,0.110600,0.149358,0.846212,0.587136,1.505014,synthetic_smoke_v0,0.176110
mintou_p2,feeder_profile_forecast,HyG-LoadFormer,proposed,5,0.491050,0.114456,0.145258,0.835593,0.593027,1.292392,synthetic_smoke_v0,0.173245
mintou_p2,feeder_profile_forecast,ARIMA,baseline,1,0.685578,0.151298,0.199908,0.558458,0.802697,0.365263,synthetic_smoke_v0,0.233215
mintou_p2,feeder_profile_forecast,ARIMA,baseline,2,0.664704,0.150632,0.202599,0.560464,0.794597,0.406068,synthetic_smoke_v0,0.225700
mintou_p2,feeder_profile_forecast,ARIMA,baseline,3,0.704941,0.149944,0.207200,0.530370,0.840987,0.345221,synthetic_smoke_v0,0.230468
mintou_p2,feeder_profile_forecast,ARIMA,baseline,4,0.694788,0.149538,0.204559,0.531001,0.838950,0.413178,synthetic_smoke_v0,0.231118
mintou_p2,feeder_profile_forecast,ARIMA,baseline,5,0.690944,0.145201,0.201764,0.558121,0.811552,0.423221,synthetic_smoke_v0,0.221291
mintou_p2,feeder_profile_forecast,XGBoost,baseline,1,0.619346,0.140321,0.189587,0.632751,0.736503,0.621368,synthetic_smoke_v0,0.215941
mintou_p2,feeder_profile_forecast,XGBoost,baseline,2,0.598411,0.138490,0.180359,0.655952,0.727075,0.575431,synthetic_smoke_v0,0.207035
mintou_p2,feeder_profile_forecast,XGBoost,baseline,3,0.622800,0.138826,0.184848,0.628145,0.758743,0.631828,synthetic_smoke_v0,0.212225
mintou_p2,feeder_profile_forecast,XGBoost,baseline,4,0.611862,0.140872,0.186037,0.638500,0.733597,0.574852,synthetic_smoke_v0,0.213699
mintou_p2,feeder_profile_forecast,XGBoost,baseline,5,0.619662,0.137699,0.186653,0.655511,0.738825,0.715184,synthetic_smoke_v0,0.210076
mintou_p2,feeder_profile_forecast,LSTM,baseline,1,0.618358,0.135560,0.184438,0.652337,0.720945,0.687685,synthetic_smoke_v0,0.202657
mintou_p2,feeder_profile_forecast,LSTM,baseline,2,0.582851,0.130527,0.177513,0.671403,0.711734,0.733621,synthetic_smoke_v0,0.209179
mintou_p2,feeder_profile_forecast,LSTM,baseline,3,0.586246,0.129751,0.184438,0.672523,0.721447,0.863729,synthetic_smoke_v0,0.209127
mintou_p2,feeder_profile_forecast,LSTM,baseline,4,0.609823,0.137781,0.178022,0.662738,0.716655,0.813964,synthetic_smoke_v0,0.210203
mintou_p2,feeder_profile_forecast,LSTM,baseline,5,0.611646,0.136698,0.182918,0.660677,0.738530,0.844799,synthetic_smoke_v0,0.209052
mintou_p2,feeder_profile_forecast,BiLSTM,baseline,1,0.594426,0.129872,0.177455,0.684205,0.706853,0.966174,synthetic_smoke_v0,0.206016
mintou_p2,feeder_profile_forecast,BiLSTM,baseline,2,0.595077,0.132750,0.174215,0.666678,0.723323,0.986480,synthetic_smoke_v0,0.213595
mintou_p2,feeder_profile_forecast,BiLSTM,baseline,3,0.588011,0.136240,0.181154,0.669646,0.718786,0.821910,synthetic_smoke_v0,0.198636
mintou_p2,feeder_profile_forecast,BiLSTM,baseline,4,0.572588,0.134541,0.174640,0.686861,0.706726,1.023887,synthetic_smoke_v0,0.201267
mintou_p2,feeder_profile_forecast,BiLSTM,baseline,5,0.584962,0.130783,0.170847,0.690071,0.700332,0.856994,synthetic_smoke_v0,0.196221
mintou_p2,feeder_profile_forecast,TCN,baseline,1,0.575360,0.133416,0.174899,0.694823,0.690477,0.884166,synthetic_smoke_v0,0.195457
mintou_p2,feeder_profile_forecast,TCN,baseline,2,0.576427,0.126759,0.174276,0.698256,0.698559,0.868386,synthetic_smoke_v0,0.201640
mintou_p2,feeder_profile_forecast,TCN,baseline,3,0.594286,0.129218,0.172921,0.673567,0.711443,0.917310,synthetic_smoke_v0,0.204252
mintou_p2,feeder_profile_forecast,TCN,baseline,4,0.590027,0.131773,0.184450,0.672564,0.704528,0.744098,synthetic_smoke_v0,0.210966
mintou_p2,feeder_profile_forecast,TCN,baseline,5,0.586689,0.129097,0.170347,0.694680,0.690020,0.803110,synthetic_smoke_v0,0.195125
mintou_p2,feeder_profile_forecast,Transformer,baseline,1,0.572157,0.130602,0.170289,0.714810,0.672635,1.090051,synthetic_smoke_v0,0.194675
mintou_p2,feeder_profile_forecast,Transformer,baseline,2,0.558217,0.131870,0.170065,0.705095,0.696619,1.142548,synthetic_smoke_v0,0.196447
mintou_p2,feeder_profile_forecast,Transformer,baseline,3,0.553510,0.123685,0.166558,0.722062,0.668474,0.996690,synthetic_smoke_v0,0.203315
mintou_p2,feeder_profile_forecast,Transformer,baseline,4,0.578900,0.128890,0.171924,0.708005,0.686533,1.152054,synthetic_smoke_v0,0.203227
mintou_p2,feeder_profile_forecast,Transformer,baseline,5,0.588796,0.133406,0.176363,0.692097,0.692221,1.315389,synthetic_smoke_v0,0.209409
mintou_p2,feeder_profile_forecast,Euclidean GCN,baseline,1,0.555321,0.124333,0.171301,0.718869,0.680407,1.105696,synthetic_smoke_v0,0.191023
mintou_p2,feeder_profile_forecast,Euclidean GCN,baseline,2,0.576102,0.127584,0.165890,0.714869,0.669084,1.057827,synthetic_smoke_v0,0.189392
mintou_p2,feeder_profile_forecast,Euclidean GCN,baseline,3,0.551248,0.126658,0.169167,0.727918,0.659986,0.945204,synthetic_smoke_v0,0.200680
mintou_p2,feeder_profile_forecast,Euclidean GCN,baseline,4,0.550637,0.126478,0.168421,0.730251,0.666893,1.022952,synthetic_smoke_v0,0.193047
mintou_p2,feeder_profile_forecast,Euclidean GCN,baseline,5,0.544448,0.128453,0.171815,0.726694,0.673510,1.058076,synthetic_smoke_v0,0.195727
mintou_p2,feeder_profile_forecast,GCN-Transformer,baseline,1,0.537865,0.124366,0.165964,0.758432,0.634454,1.396404,synthetic_smoke_v0,0.193632
mintou_p2,feeder_profile_forecast,GCN-Transformer,baseline,2,0.520130,0.118436,0.166416,0.761000,0.648045,1.279483,synthetic_smoke_v0,0.182975
mintou_p2,feeder_profile_forecast,GCN-Transformer,baseline,3,0.552910,0.124007,0.164215,0.728694,0.668684,1.154595,synthetic_smoke_v0,0.201924
mintou_p2,feeder_profile_forecast,GCN-Transformer,baseline,4,0.547538,0.125556,0.163428,0.749824,0.662410,1.361593,synthetic_smoke_v0,0.192629
mintou_p2,feeder_profile_forecast,GCN-Transformer,baseline,5,0.538140,0.126129,0.165063,0.739855,0.669897,1.210002,synthetic_smoke_v0,0.194534
mintou_p2,feeder_profile_forecast,CNN-LSTM,baseline,1,0.559001,0.125915,0.168439,0.708134,0.690171,0.837349,synthetic_smoke_v0,0.204542
mintou_p2,feeder_profile_forecast,CNN-LSTM,baseline,2,0.593058,0.128443,0.182941,0.683546,0.702940,0.852794,synthetic_smoke_v0,0.207325
mintou_p2,feeder_profile_forecast,CNN-LSTM,baseline,3,0.585206,0.127711,0.171792,0.686087,0.707688,0.976709,synthetic_smoke_v0,0.202878
mintou_p2,feeder_profile_forecast,CNN-LSTM,baseline,4,0.591756,0.127839,0.172462,0.697284,0.690409,1.041505,synthetic_smoke_v0,0.204841
mintou_p2,feeder_profile_forecast,CNN-LSTM,baseline,5,0.563573,0.125809,0.167820,0.706691,0.687927,1.002146,synthetic_smoke_v0,0.200601
mintou_p2,feeder_profile_forecast,euclidean_gcn,ablation,1,0.490065,0.111501,0.148965,0.824452,0.582591,1.095818,synthetic_smoke_v0,0.178332
mintou_p2,feeder_profile_forecast,euclidean_gcn,ablation,2,0.493238,0.111565,0.156866,0.826842,0.583277,1.274164,synthetic_smoke_v0,0.173242
mintou_p2,feeder_profile_forecast,euclidean_gcn,ablation,3,0.495013,0.110066,0.145808,0.823997,0.600785,1.157280,synthetic_smoke_v0,0.173746
mintou_p2,feeder_profile_forecast,euclidean_gcn,ablation,4,0.473962,0.114272,0.147085,0.831454,0.587488,1.078077,synthetic_smoke_v0,0.167169
mintou_p2,feeder_profile_forecast,euclidean_gcn,ablation,5,0.500669,0.113640,0.161461,0.802175,0.625218,1.050250,synthetic_smoke_v0,0.180110
mintou_p2,feeder_profile_forecast,fixed_curvature,ablation,1,0.521592,0.121330,0.157124,0.783588,0.624353,1.156302,synthetic_smoke_v0,0.189875
mintou_p2,feeder_profile_forecast,fixed_curvature,ablation,2,0.497514,0.115092,0.159225,0.790801,0.633904,0.987172,synthetic_smoke_v0,0.176936
mintou_p2,feeder_profile_forecast,fixed_curvature,ablation,3,0.492678,0.117794,0.159672,0.800191,0.609969,1.331832,synthetic_smoke_v0,0.187488
mintou_p2,feeder_profile_forecast,fixed_curvature,ablation,4,0.510366,0.118434,0.157160,0.802630,0.616886,1.105200,synthetic_smoke_v0,0.182731
mintou_p2,feeder_profile_forecast,fixed_curvature,ablation,5,0.514676,0.115062,0.153639,0.799548,0.627152,1.102770,synthetic_smoke_v0,0.185676
mintou_p2,feeder_profile_forecast,temporal_only,ablation,1,0.508702,0.114544,0.157927,0.792496,0.608553,1.307185,synthetic_smoke_v0,0.178349
mintou_p2,feeder_profile_forecast,temporal_only,ablation,2,0.509312,0.122461,0.162450,0.772108,0.635356,1.165169,synthetic_smoke_v0,0.190035
mintou_p2,feeder_profile_forecast,temporal_only,ablation,3,0.524389,0.122178,0.165866,0.775507,0.646714,1.317227,synthetic_smoke_v0,0.190368
mintou_p2,feeder_profile_forecast,temporal_only,ablation,4,0.518091,0.113424,0.160061,0.798749,0.616431,1.350132,synthetic_smoke_v0,0.176963
mintou_p2,feeder_profile_forecast,temporal_only,ablation,5,0.520524,0.119188,0.155867,0.788102,0.618695,1.390022,synthetic_smoke_v0,0.183768
mintou_p2,feeder_profile_forecast,no_weather_features,ablation,1,0.546689,0.122754,0.167267,0.760288,0.642749,1.279974,synthetic_smoke_v0,0.185256
mintou_p2,feeder_profile_forecast,no_weather_features,ablation,2,0.525507,0.123106,0.167063,0.769445,0.652829,1.270603,synthetic_smoke_v0,0.184110
mintou_p2,feeder_profile_forecast,no_weather_features,ablation,3,0.538539,0.125056,0.167761,0.760809,0.649125,1.037639,synthetic_smoke_v0,0.191187
mintou_p2,feeder_profile_forecast,no_weather_features,ablation,4,0.539786,0.124723,0.170130,0.753813,0.644552,1.387637,synthetic_smoke_v0,0.190781
mintou_p2,feeder_profile_forecast,no_weather_features,ablation,5,0.542252,0.121602,0.159089,0.753476,0.653790,1.237194,synthetic_smoke_v0,0.192858
mintou_p2,feeder_profile_forecast,physical_edges_only,ablation,1,0.520971,0.125482,0.162793,0.757221,0.635020,1.366938,synthetic_smoke_v0,0.180868
mintou_p2,feeder_profile_forecast,physical_edges_only,ablation,2,0.559108,0.123711,0.165523,0.733129,0.666822,1.121215,synthetic_smoke_v0,0.200100
mintou_p2,feeder_profile_forecast,physical_edges_only,ablation,3,0.541389,0.119281,0.171515,0.744230,0.655375,1.156001,synthetic_smoke_v0,0.198341
mintou_p2,feeder_profile_forecast,physical_edges_only,ablation,4,0.541845,0.124561,0.170869,0.750181,0.644310,1.446856,synthetic_smoke_v0,0.196718
mintou_p2,feeder_profile_forecast,physical_edges_only,ablation,5,0.538425,0.124433,0.170769,0.741949,0.658686,1.451139,synthetic_smoke_v0,0.191391
mintou_p2,feeder_profile_forecast,poincare_only,ablation,1,0.555154,0.124271,0.167769,0.741272,0.669871,1.076951,synthetic_smoke_v0,0.192754
mintou_p2,feeder_profile_forecast,poincare_only,ablation,2,0.553512,0.125305,0.168416,0.737584,0.666909,1.198795,synthetic_smoke_v0,0.199877
mintou_p2,feeder_profile_forecast,poincare_only,ablation,3,0.551770,0.120536,0.166037,0.744692,0.651389,1.262966,synthetic_smoke_v0,0.183822
mintou_p2,feeder_profile_forecast,poincare_only,ablation,4,0.528254,0.121655,0.163600,0.747130,0.649443,1.274622,synthetic_smoke_v0,0.196023
mintou_p2,feeder_profile_forecast,poincare_only,ablation,5,0.557305,0.126525,0.166008,0.730823,0.661652,1.415998,synthetic_smoke_v0,0.195719
mintou_p2,feeder_profile_forecast,short_horizon_only,ablation,1,0.589122,0.129860,0.177122,0.702024,0.704844,1.208614,synthetic_smoke_v0,0.203339
mintou_p2,feeder_profile_forecast,short_horizon_only,ablation,2,0.570640,0.125710,0.169855,0.716080,0.666596,1.173407,synthetic_smoke_v0,0.197662
mintou_p2,feeder_profile_forecast,short_horizon_only,ablation,3,0.569093,0.125720,0.165484,0.729635,0.683559,1.313282,synthetic_smoke_v0,0.187559
mintou_p2,feeder_profile_forecast,short_horizon_only,ablation,4,0.555540,0.122367,0.170165,0.727174,0.660032,1.474941,synthetic_smoke_v0,0.200508
mintou_p2,feeder_profile_forecast,short_horizon_only,ablation,5,0.560616,0.129673,0.170149,0.710579,0.700220,1.575349,synthetic_smoke_v0,0.201636
mintou_p2,cross_region_transfer,HyG-LoadFormer,proposed,1,0.435466,0.106035,0.138408,0.879047,0.567947,1.349360,synthetic_smoke_v0,0.168028
mintou_p2,cross_region_transfer,HyG-LoadFormer,proposed,2,0.462796,0.112965,0.146788,0.852748,0.587569,1.253037,synthetic_smoke_v0,0.170688
mintou_p2,cross_region_transfer,HyG-LoadFormer,proposed,3,0.452151,0.108046,0.139553,0.866594,0.564669,1.366494,synthetic_smoke_v0,0.162782
mintou_p2,cross_region_transfer,HyG-LoadFormer,proposed,4,0.450043,0.108817,0.140365,0.868463,0.552601,1.400037,synthetic_smoke_v0,0.159852
mintou_p2,cross_region_transfer,HyG-LoadFormer,proposed,5,0.433759,0.105088,0.146444,0.878915,0.564632,1.409981,synthetic_smoke_v0,0.165519
mintou_p2,cross_region_transfer,ARIMA,baseline,1,0.682731,0.149277,0.194152,0.555902,0.818893,0.363708,synthetic_smoke_v0,0.230295
mintou_p2,cross_region_transfer,ARIMA,baseline,2,0.677181,0.142512,0.202795,0.568467,0.794745,0.403208,synthetic_smoke_v0,0.225137
mintou_p2,cross_region_transfer,ARIMA,baseline,3,0.687077,0.145928,0.201516,0.556085,0.812044,0.405181,synthetic_smoke_v0,0.226473
mintou_p2,cross_region_transfer,ARIMA,baseline,4,0.698402,0.146177,0.202008,0.549212,0.807016,0.386832,synthetic_smoke_v0,0.235833
mintou_p2,cross_region_transfer,ARIMA,baseline,5,0.693888,0.150350,0.203478,0.554106,0.804232,0.381177,synthetic_smoke_v0,0.234044
mintou_p2,cross_region_transfer,XGBoost,baseline,1,0.614257,0.131300,0.185271,0.660106,0.714943,0.538921,synthetic_smoke_v0,0.201628
mintou_p2,cross_region_transfer,XGBoost,baseline,2,0.597139,0.133051,0.177701,0.662917,0.713365,0.541403,synthetic_smoke_v0,0.199537
mintou_p2,cross_region_transfer,XGBoost,baseline,3,0.592141,0.131574,0.174203,0.669259,0.722623,0.609217,synthetic_smoke_v0,0.207931
mintou_p2,cross_region_transfer,XGBoost,baseline,4,0.616541,0.135939,0.184889,0.647860,0.738580,0.619070,synthetic_smoke_v0,0.216712
mintou_p2,cross_region_transfer,XGBoost,baseline,5,0.631301,0.135436,0.186095,0.638170,0.734656,0.646625,synthetic_smoke_v0,0.218976
mintou_p2,cross_region_transfer,LSTM,baseline,1,0.602600,0.132223,0.174646,0.677936,0.721596,0.800617,synthetic_smoke_v0,0.198831
mintou_p2,cross_region_transfer,LSTM,baseline,2,0.597363,0.132434,0.174079,0.687944,0.693974,0.857221,synthetic_smoke_v0,0.207833
mintou_p2,cross_region_transfer,LSTM,baseline,3,0.607949,0.135329,0.180163,0.667134,0.732927,0.872483,synthetic_smoke_v0,0.204480
mintou_p2,cross_region_transfer,LSTM,baseline,4,0.602217,0.132272,0.181750,0.683093,0.703408,0.902974,synthetic_smoke_v0,0.196529
mintou_p2,cross_region_transfer,LSTM,baseline,5,0.598749,0.131054,0.174141,0.676255,0.705244,0.858677,synthetic_smoke_v0,0.203122
mintou_p2,cross_region_transfer,BiLSTM,baseline,1,0.557664,0.130829,0.173948,0.709550,0.692941,0.855006,synthetic_smoke_v0,0.197969
