paper_id,experiment_id,method,method_role,repeat,budget_feasibility_rate,hypervolume,quality_index,ranking_stability,runtime_s,scenario_status,trace_completeness
mintou_p5,reliability_driven_review,no_feasibility_repair,ablation,4,0.825345,0.603741,0.773572,0.802825,1.054637,synthetic_smoke_v0,0.884582
mintou_p5,reliability_driven_review,no_feasibility_repair,ablation,5,0.804589,0.582995,0.747986,0.784881,1.135059,synthetic_smoke_v0,0.855184
mintou_p5,reliability_driven_review,no_preference_ranking,ablation,1,0.812658,0.589060,0.756197,0.787477,1.187510,synthetic_smoke_v0,0.870558
mintou_p5,reliability_driven_review,no_preference_ranking,ablation,2,0.811447,0.570706,0.742659,0.785304,1.265293,synthetic_smoke_v0,0.856205
mintou_p5,reliability_driven_review,no_preference_ranking,ablation,3,0.809549,0.584070,0.745174,0.786572,1.240687,synthetic_smoke_v0,0.867947
mintou_p5,reliability_driven_review,no_preference_ranking,ablation,4,0.821142,0.597471,0.753428,0.779921,1.178526,synthetic_smoke_v0,0.865689
mintou_p5,reliability_driven_review,no_preference_ranking,ablation,5,0.827576,0.589544,0.760041,0.797276,1.166292,synthetic_smoke_v0,0.875214
mintou_p5,reliability_driven_review,no_reliability_features,ablation,1,0.823308,0.577314,0.742849,0.775504,1.156891,synthetic_smoke_v0,0.862072
mintou_p5,reliability_driven_review,no_reliability_features,ablation,2,0.802383,0.566721,0.721183,0.777949,1.263139,synthetic_smoke_v0,0.847570
mintou_p5,reliability_driven_review,no_reliability_features,ablation,3,0.811747,0.587721,0.741686,0.787131,1.393342,synthetic_smoke_v0,0.870848
mintou_p5,reliability_driven_review,no_reliability_features,ablation,4,0.790448,0.565041,0.717214,0.769948,1.076671,synthetic_smoke_v0,0.852198
mintou_p5,reliability_driven_review,no_reliability_features,ablation,5,0.798862,0.568387,0.721013,0.780925,1.426221,synthetic_smoke_v0,0.855097
mintou_p5,reliability_driven_review,no_renewable_features,ablation,1,0.796228,0.553445,0.700277,0.771348,1.231906,synthetic_smoke_v0,0.851453
mintou_p5,reliability_driven_review,no_renewable_features,ablation,2,0.794769,0.569801,0.725872,0.776073,1.239216,synthetic_smoke_v0,0.857747
mintou_p5,reliability_driven_review,no_renewable_features,ablation,3,0.816855,0.571480,0.724607,0.767095,1.429313,synthetic_smoke_v0,0.852612
mintou_p5,reliability_driven_review,no_renewable_features,ablation,4,0.799393,0.562698,0.725893,0.782072,1.083277,synthetic_smoke_v0,0.847787
mintou_p5,reliability_driven_review,no_renewable_features,ablation,5,0.802494,0.574056,0.723676,0.781089,1.096165,synthetic_smoke_v0,0.857262
mintou_p5,reliability_driven_review,no_schedule_risk,ablation,1,0.780311,0.538213,0.683820,0.745969,1.360333,synthetic_smoke_v0,0.840441
mintou_p5,reliability_driven_review,no_schedule_risk,ablation,2,0.773714,0.528775,0.681988,0.754416,1.276975,synthetic_smoke_v0,0.829074
mintou_p5,reliability_driven_review,no_schedule_risk,ablation,3,0.790134,0.544380,0.698731,0.768325,1.484347,synthetic_smoke_v0,0.836151
mintou_p5,reliability_driven_review,no_schedule_risk,ablation,4,0.783977,0.558351,0.707856,0.773008,1.089879,synthetic_smoke_v0,0.844793
mintou_p5,reliability_driven_review,no_schedule_risk,ablation,5,0.791623,0.549742,0.694582,0.750509,1.341365,synthetic_smoke_v0,0.848838
mintou_p5,reliability_driven_review,single_weighted_objective,ablation,1,0.773109,0.535448,0.678697,0.752541,1.242010,synthetic_smoke_v0,0.828026
mintou_p5,reliability_driven_review,single_weighted_objective,ablation,2,0.799025,0.543960,0.690085,0.769419,1.409279,synthetic_smoke_v0,0.839527
mintou_p5,reliability_driven_review,single_weighted_objective,ablation,3,0.770640,0.514312,0.666693,0.755969,1.418111,synthetic_smoke_v0,0.830960
mintou_p5,reliability_driven_review,single_weighted_objective,ablation,4,0.780025,0.533810,0.685592,0.756436,1.403425,synthetic_smoke_v0,0.842251
mintou_p5,reliability_driven_review,single_weighted_objective,ablation,5,0.789330,0.516494,0.667843,0.742304,1.242448,synthetic_smoke_v0,0.833391
mintou_p5,reliability_driven_review,nsga2_only,ablation,1,0.769878,0.508470,0.659697,0.749560,1.386291,synthetic_smoke_v0,0.836823
mintou_p5,reliability_driven_review,nsga2_only,ablation,2,0.759221,0.503781,0.651062,0.739430,1.271100,synthetic_smoke_v0,0.830295
mintou_p5,reliability_driven_review,nsga2_only,ablation,3,0.766391,0.512398,0.664357,0.740462,1.379655,synthetic_smoke_v0,0.832537
mintou_p5,reliability_driven_review,nsga2_only,ablation,4,0.778192,0.521456,0.674730,0.749428,1.436477,synthetic_smoke_v0,0.830047
mintou_p5,reliability_driven_review,nsga2_only,ablation,5,0.789737,0.524900,0.661907,0.741980,1.165124,synthetic_smoke_v0,0.826271
mintou_p5,reliability_driven_review,small_project_pool,ablation,1,0.775713,0.510389,0.650913,0.742173,1.462649,synthetic_smoke_v0,0.827117
mintou_p5,reliability_driven_review,small_project_pool,ablation,2,0.778551,0.498889,0.647040,0.735365,1.226493,synthetic_smoke_v0,0.820446
mintou_p5,reliability_driven_review,small_project_pool,ablation,3,0.788645,0.511033,0.661191,0.744153,1.191753,synthetic_smoke_v0,0.829724
mintou_p5,reliability_driven_review,small_project_pool,ablation,4,0.776927,0.493385,0.645257,0.736937,1.566487,synthetic_smoke_v0,0.829524
mintou_p5,reliability_driven_review,small_project_pool,ablation,5,0.769828,0.487914,0.631809,0.739379,1.398496,synthetic_smoke_v0,0.807785
mintou_p5,renewable_accommodation_review,TRACE-MOEA,proposed,1,0.840757,0.629558,0.813970,0.807760,1.369064,synthetic_smoke_v0,0.891967
mintou_p5,renewable_accommodation_review,TRACE-MOEA,proposed,2,0.834126,0.628244,0.817371,0.819796,1.486685,synthetic_smoke_v0,0.887912
mintou_p5,renewable_accommodation_review,TRACE-MOEA,proposed,3,0.841680,0.638150,0.805361,0.805735,1.527174,synthetic_smoke_v0,0.884169
mintou_p5,renewable_accommodation_review,TRACE-MOEA,proposed,4,0.849278,0.643865,0.835258,0.817416,1.363489,synthetic_smoke_v0,0.908616
mintou_p5,renewable_accommodation_review,TRACE-MOEA,proposed,5,0.839796,0.646717,0.823244,0.807727,1.203471,synthetic_smoke_v0,0.894218
mintou_p5,renewable_accommodation_review,NSGA-II,baseline,1,0.804975,0.593500,0.748289,0.791270,1.474924,synthetic_smoke_v0,0.856252
mintou_p5,renewable_accommodation_review,NSGA-II,baseline,2,0.799315,0.573876,0.732206,0.769380,1.650006,synthetic_smoke_v0,0.864455
mintou_p5,renewable_accommodation_review,NSGA-II,baseline,3,0.797656,0.567666,0.729368,0.765169,1.626818,synthetic_smoke_v0,0.858689
mintou_p5,renewable_accommodation_review,NSGA-II,baseline,4,0.811378,0.580302,0.744261,0.786513,1.402529,synthetic_smoke_v0,0.868006
mintou_p5,renewable_accommodation_review,NSGA-II,baseline,5,0.795527,0.571782,0.727794,0.765822,1.336063,synthetic_smoke_v0,0.865107
mintou_p5,renewable_accommodation_review,MOEA/D,baseline,1,0.791424,0.561856,0.714911,0.772799,1.264887,synthetic_smoke_v0,0.844244
mintou_p5,renewable_accommodation_review,MOEA/D,baseline,2,0.807048,0.557254,0.707474,0.764336,1.388024,synthetic_smoke_v0,0.844676
mintou_p5,renewable_accommodation_review,MOEA/D,baseline,3,0.793095,0.562016,0.719636,0.760717,1.423501,synthetic_smoke_v0,0.848272
mintou_p5,renewable_accommodation_review,MOEA/D,baseline,4,0.787877,0.558020,0.714111,0.778445,1.352687,synthetic_smoke_v0,0.847577
mintou_p5,renewable_accommodation_review,MOEA/D,baseline,5,0.794608,0.570572,0.729030,0.772119,1.251744,synthetic_smoke_v0,0.852345
mintou_p5,renewable_accommodation_review,Greedy BCR,baseline,1,0.751592,0.464840,0.588051,0.719939,0.400346,synthetic_smoke_v0,0.795866
mintou_p5,renewable_accommodation_review,Greedy BCR,baseline,2,0.751254,0.441065,0.576502,0.708174,0.422711,synthetic_smoke_v0,0.789859
mintou_p5,renewable_accommodation_review,Greedy BCR,baseline,3,0.758582,0.448923,0.580023,0.707207,0.404851,synthetic_smoke_v0,0.799369
mintou_p5,renewable_accommodation_review,Greedy BCR,baseline,4,0.724290,0.449598,0.565247,0.697054,0.390553,synthetic_smoke_v0,0.796317
mintou_p5,renewable_accommodation_review,Greedy BCR,baseline,5,0.736888,0.440490,0.565905,0.690413,0.437089,synthetic_smoke_v0,0.788353
mintou_p5,renewable_accommodation_review,AHP,baseline,1,0.719330,0.438291,0.553121,0.693649,0.343987,synthetic_smoke_v0,0.775388
mintou_p5,renewable_accommodation_review,AHP,baseline,2,0.740529,0.433891,0.546843,0.698835,0.303173,synthetic_smoke_v0,0.773245
mintou_p5,renewable_accommodation_review,AHP,baseline,3,0.734060,0.425774,0.557368,0.696903,0.308799,synthetic_smoke_v0,0.789128
mintou_p5,renewable_accommodation_review,AHP,baseline,4,0.734131,0.430226,0.540924,0.691851,0.328198,synthetic_smoke_v0,0.783705
mintou_p5,renewable_accommodation_review,AHP,baseline,5,0.737221,0.423964,0.551720,0.705452,0.372719,synthetic_smoke_v0,0.777498
mintou_p5,renewable_accommodation_review,TOPSIS,baseline,1,0.749249,0.448424,0.564854,0.692912,0.329459,synthetic_smoke_v0,0.782664
mintou_p5,renewable_accommodation_review,TOPSIS,baseline,2,0.736349,0.442503,0.560084,0.703696,0.306217,synthetic_smoke_v0,0.793864
mintou_p5,renewable_accommodation_review,TOPSIS,baseline,3,0.750459,0.450840,0.574125,0.694384,0.306193,synthetic_smoke_v0,0.800913
mintou_p5,renewable_accommodation_review,TOPSIS,baseline,4,0.736700,0.450243,0.583792,0.716628,0.340185,synthetic_smoke_v0,0.801388
mintou_p5,renewable_accommodation_review,TOPSIS,baseline,5,0.730493,0.448844,0.579981,0.708256,0.317570,synthetic_smoke_v0,0.788077
mintou_p5,renewable_accommodation_review,Weighted Sum,baseline,1,0.757887,0.461661,0.604643,0.716771,0.474661,synthetic_smoke_v0,0.804993
mintou_p5,renewable_accommodation_review,Weighted Sum,baseline,2,0.767010,0.472787,0.615545,0.711788,0.564369,synthetic_smoke_v0,0.817408
mintou_p5,renewable_accommodation_review,Weighted Sum,baseline,3,0.757468,0.468465,0.611766,0.712851,0.572046,synthetic_smoke_v0,0.814685
mintou_p5,renewable_accommodation_review,Weighted Sum,baseline,4,0.766895,0.466202,0.609590,0.718254,0.576200,synthetic_smoke_v0,0.806291
mintou_p5,renewable_accommodation_review,Weighted Sum,baseline,5,0.759174,0.485058,0.616438,0.731446,0.556426,synthetic_smoke_v0,0.812569
mintou_p5,renewable_accommodation_review,no_feasibility_repair,ablation,1,0.830874,0.627191,0.799637,0.808174,1.264532,synthetic_smoke_v0,0.882441
mintou_p5,renewable_accommodation_review,no_feasibility_repair,ablation,2,0.839038,0.621057,0.802493,0.811955,1.065125,synthetic_smoke_v0,0.892833
mintou_p5,renewable_accommodation_review,no_feasibility_repair,ablation,3,0.839716,0.616209,0.787873,0.790795,0.978045,synthetic_smoke_v0,0.878528
mintou_p5,renewable_accommodation_review,no_feasibility_repair,ablation,4,0.841778,0.618161,0.780469,0.798682,1.143430,synthetic_smoke_v0,0.881389
mintou_p5,renewable_accommodation_review,no_feasibility_repair,ablation,5,0.835209,0.592412,0.768658,0.795716,1.187312,synthetic_smoke_v0,0.876066
mintou_p5,renewable_accommodation_review,no_preference_ranking,ablation,1,0.816125,0.603482,0.763740,0.797386,1.048299,synthetic_smoke_v0,0.862165
mintou_p5,renewable_accommodation_review,no_preference_ranking,ablation,2,0.814835,0.605064,0.781227,0.811230,1.064791,synthetic_smoke_v0,0.876803
mintou_p5,renewable_accommodation_review,no_preference_ranking,ablation,3,0.829924,0.595317,0.767820,0.794648,1.032731,synthetic_smoke_v0,0.871042
mintou_p5,renewable_accommodation_review,no_preference_ranking,ablation,4,0.809177,0.591957,0.753036,0.788170,1.349016,synthetic_smoke_v0,0.865886
mintou_p5,renewable_accommodation_review,no_preference_ranking,ablation,5,0.833268,0.592847,0.765173,0.780816,1.087853,synthetic_smoke_v0,0.863001
mintou_p5,renewable_accommodation_review,no_reliability_features,ablation,1,0.829914,0.597114,0.761979,0.779538,1.164583,synthetic_smoke_v0,0.863952
mintou_p5,renewable_accommodation_review,no_reliability_features,ablation,2,0.803131,0.574827,0.747042,0.778790,1.066596,synthetic_smoke_v0,0.873491
mintou_p5,renewable_accommodation_review,no_reliability_features,ablation,3,0.818252,0.591800,0.767311,0.799023,1.313790,synthetic_smoke_v0,0.879387
mintou_p5,renewable_accommodation_review,no_reliability_features,ablation,4,0.806076,0.586711,0.756542,0.798147,1.071667,synthetic_smoke_v0,0.862048
mintou_p5,renewable_accommodation_review,no_reliability_features,ablation,5,0.796992,0.586067,0.741012,0.790511,1.167246,synthetic_smoke_v0,0.867440
mintou_p5,renewable_accommodation_review,no_renewable_features,ablation,1,0.816899,0.568867,0.725959,0.765433,1.304286,synthetic_smoke_v0,0.862747
mintou_p5,renewable_accommodation_review,no_renewable_features,ablation,2,0.814262,0.567278,0.720806,0.782119,1.261959,synthetic_smoke_v0,0.860471
mintou_p5,renewable_accommodation_review,no_renewable_features,ablation,3,0.806440,0.565305,0.732206,0.765423,1.280052,synthetic_smoke_v0,0.856576
mintou_p5,renewable_accommodation_review,no_renewable_features,ablation,4,0.816343,0.568185,0.736143,0.777726,1.150429,synthetic_smoke_v0,0.865566
mintou_p5,renewable_accommodation_review,no_renewable_features,ablation,5,0.810641,0.575829,0.726520,0.773170,1.276138,synthetic_smoke_v0,0.848742
mintou_p5,renewable_accommodation_review,no_schedule_risk,ablation,1,0.790562,0.559905,0.723650,0.773202,1.075211,synthetic_smoke_v0,0.846165
mintou_p5,renewable_accommodation_review,no_schedule_risk,ablation,2,0.795789,0.546676,0.707160,0.759572,1.132715,synthetic_smoke_v0,0.843536
mintou_p5,renewable_accommodation_review,no_schedule_risk,ablation,3,0.796517,0.568267,0.726801,0.767576,1.152260,synthetic_smoke_v0,0.855062
mintou_p5,renewable_accommodation_review,no_schedule_risk,ablation,4,0.802425,0.574782,0.732349,0.787992,1.242513,synthetic_smoke_v0,0.847998
mintou_p5,renewable_accommodation_review,no_schedule_risk,ablation,5,0.808452,0.576045,0.728714,0.763250,1.090132,synthetic_smoke_v0,0.850622
mintou_p5,renewable_accommodation_review,single_weighted_objective,ablation,1,0.795779,0.528529,0.687663,0.758324,1.203881,synthetic_smoke_v0,0.844442
mintou_p5,renewable_accommodation_review,single_weighted_objective,ablation,2,0.797217,0.538373,0.696926,0.761191,1.364983,synthetic_smoke_v0,0.845491
mintou_p5,renewable_accommodation_review,single_weighted_objective,ablation,3,0.790763,0.535105,0.692926,0.759435,1.191252,synthetic_smoke_v0,0.844705
mintou_p5,renewable_accommodation_review,single_weighted_objective,ablation,4,0.805155,0.548786,0.710272,0.761267,1.463260,synthetic_smoke_v0,0.855348
mintou_p5,renewable_accommodation_review,single_weighted_objective,ablation,5,0.794381,0.527043,0.684750,0.759461,1.192351,synthetic_smoke_v0,0.843070
mintou_p5,renewable_accommodation_review,nsga2_only,ablation,1,0.797215,0.552312,0.699850,0.757662,1.205526,synthetic_smoke_v0,0.845064
mintou_p5,renewable_accommodation_review,nsga2_only,ablation,2,0.778903,0.525824,0.678033,0.747926,1.360449,synthetic_smoke_v0,0.830816
mintou_p5,renewable_accommodation_review,nsga2_only,ablation,3,0.782931,0.549452,0.698492,0.765632,1.289574,synthetic_smoke_v0,0.850257
mintou_p5,renewable_accommodation_review,nsga2_only,ablation,4,0.768091,0.527183,0.670492,0.738843,1.412169,synthetic_smoke_v0,0.834475
mintou_p5,renewable_accommodation_review,nsga2_only,ablation,5,0.778893,0.528954,0.679892,0.758303,1.556049,synthetic_smoke_v0,0.826334
mintou_p5,renewable_accommodation_review,small_project_pool,ablation,1,0.763932,0.509387,0.652907,0.739010,1.265202,synthetic_smoke_v0,0.814769
mintou_p5,renewable_accommodation_review,small_project_pool,ablation,2,0.769834,0.522424,0.674099,0.742283,1.232019,synthetic_smoke_v0,0.842381
mintou_p5,renewable_accommodation_review,small_project_pool,ablation,3,0.791138,0.518124,0.667021,0.756308,1.202141,synthetic_smoke_v0,0.826712
mintou_p5,renewable_accommodation_review,small_project_pool,ablation,4,0.785204,0.522217,0.663575,0.740612,1.137887,synthetic_smoke_v0,0.825378
mintou_p5,renewable_accommodation_review,small_project_pool,ablation,5,0.782259,0.538518,0.678604,0.758300,1.163733,synthetic_smoke_v0,0.833277
mintou_p5,budget_ranking_stability,TRACE-MOEA,proposed,1,0.869929,0.720428,0.916222,0.872251,1.265595,synthetic_smoke_v0,0.937913
mintou_p5,budget_ranking_stability,TRACE-MOEA,proposed,2,0.889566,0.722417,0.933288,0.862898,1.241451,synthetic_smoke_v0,0.947386
mintou_p5,budget_ranking_stability,TRACE-MOEA,proposed,3,0.891453,0.738303,0.938837,0.876098,1.253337,synthetic_smoke_v0,0.953477
mintou_p5,budget_ranking_stability,TRACE-MOEA,proposed,4,0.890712,0.703359,0.911474,0.858825,1.019590,synthetic_smoke_v0,0.930868
mintou_p5,budget_ranking_stability,TRACE-MOEA,proposed,5,0.881080,0.738858,0.942900,0.865051,1.290733,synthetic_smoke_v0,0.937598
mintou_p5,budget_ranking_stability,NSGA-II,baseline,1,0.850025,0.671501,0.857659,0.844910,1.152104,synthetic_smoke_v0,0.902005
mintou_p5,budget_ranking_stability,NSGA-II,baseline,2,0.863109,0.660420,0.852797,0.834683,1.478381,synthetic_smoke_v0,0.916507
mintou_p5,budget_ranking_stability,NSGA-II,baseline,3,0.862078,0.660243,0.839107,0.822841,1.552702,synthetic_smoke_v0,0.894264
mintou_p5,budget_ranking_stability,NSGA-II,baseline,4,0.857230,0.645922,0.830192,0.819531,1.374855,synthetic_smoke_v0,0.907221
mintou_p5,budget_ranking_stability,NSGA-II,baseline,5,0.849420,0.651547,0.831111,0.828983,1.306871,synthetic_smoke_v0,0.903034
mintou_p5,budget_ranking_stability,MOEA/D,baseline,1,0.829326,0.635484,0.811346,0.818878,1.207627,synthetic_smoke_v0,0.884668
mintou_p5,budget_ranking_stability,MOEA/D,baseline,2,0.836771,0.617036,0.788400,0.797574,1.358590,synthetic_smoke_v0,0.879744
mintou_p5,budget_ranking_stability,MOEA/D,baseline,3,0.825757,0.607886,0.788988,0.797270,1.146395,synthetic_smoke_v0,0.872252
mintou_p5,budget_ranking_stability,MOEA/D,baseline,4,0.823395,0.619725,0.798755,0.809997,1.056098,synthetic_smoke_v0,0.877119
mintou_p5,budget_ranking_stability,MOEA/D,baseline,5,0.855219,0.635077,0.819925,0.809962,1.099850,synthetic_smoke_v0,0.894779
mintou_p5,budget_ranking_stability,Greedy BCR,baseline,1,0.773077,0.508733,0.643392,0.732954,0.359507,synthetic_smoke_v0,0.820158
mintou_p5,budget_ranking_stability,Greedy BCR,baseline,2,0.766090,0.505143,0.644395,0.742426,0.383335,synthetic_smoke_v0,0.823157
mintou_p5,budget_ranking_stability,Greedy BCR,baseline,3,0.776782,0.503360,0.642775,0.729040,0.382805,synthetic_smoke_v0,0.822301
mintou_p5,budget_ranking_stability,Greedy BCR,baseline,4,0.765199,0.519891,0.664304,0.750392,0.335155,synthetic_smoke_v0,0.837783
mintou_p5,budget_ranking_stability,Greedy BCR,baseline,5,0.784242,0.510623,0.646794,0.732997,0.350443,synthetic_smoke_v0,0.817699
mintou_p5,budget_ranking_stability,AHP,baseline,1,0.763167,0.482159,0.620306,0.719728,0.322293,synthetic_smoke_v0,0.810255
mintou_p5,budget_ranking_stability,AHP,baseline,2,0.764576,0.475524,0.604435,0.706888,0.282058,synthetic_smoke_v0,0.807648
mintou_p5,budget_ranking_stability,AHP,baseline,3,0.760054,0.489432,0.623817,0.732322,0.336715,synthetic_smoke_v0,0.805766
mintou_p5,budget_ranking_stability,AHP,baseline,4,0.741367,0.468384,0.604813,0.724755,0.311988,synthetic_smoke_v0,0.801221
mintou_p5,budget_ranking_stability,AHP,baseline,5,0.766110,0.470043,0.614718,0.732534,0.329411,synthetic_smoke_v0,0.809399
mintou_p5,budget_ranking_stability,TOPSIS,baseline,1,0.787373,0.519677,0.661657,0.742746,0.309078,synthetic_smoke_v0,0.836485
mintou_p5,budget_ranking_stability,TOPSIS,baseline,2,0.776577,0.516850,0.661287,0.751683,0.310380,synthetic_smoke_v0,0.827852
mintou_p5,budget_ranking_stability,TOPSIS,baseline,3,0.770665,0.508997,0.642847,0.730044,0.307408,synthetic_smoke_v0,0.828184
mintou_p5,budget_ranking_stability,TOPSIS,baseline,4,0.762493,0.483087,0.627718,0.729488,0.290197,synthetic_smoke_v0,0.821608
mintou_p5,budget_ranking_stability,TOPSIS,baseline,5,0.792161,0.521611,0.661068,0.741614,0.340016,synthetic_smoke_v0,0.826633
mintou_p5,budget_ranking_stability,Weighted Sum,baseline,1,0.787570,0.533035,0.686506,0.757901,0.535606,synthetic_smoke_v0,0.846233
mintou_p5,budget_ranking_stability,Weighted Sum,baseline,2,0.788667,0.521948,0.669488,0.750660,0.546856,synthetic_smoke_v0,0.826228
mintou_p5,budget_ranking_stability,Weighted Sum,baseline,3,0.788545,0.535918,0.692459,0.754970,0.573453,synthetic_smoke_v0,0.831452
mintou_p5,budget_ranking_stability,Weighted Sum,baseline,4,0.779560,0.527427,0.682971,0.753496,0.581232,synthetic_smoke_v0,0.835923
mintou_p5,budget_ranking_stability,Weighted Sum,baseline,5,0.797333,0.540930,0.694473,0.762046,0.559543,synthetic_smoke_v0,0.835806
mintou_p5,budget_ranking_stability,no_feasibility_repair,ablation,1,0.886187,0.710520,0.898995,0.854107,1.017477,synthetic_smoke_v0,0.919587
mintou_p5,budget_ranking_stability,no_feasibility_repair,ablation,2,0.864572,0.690165,0.892142,0.859286,1.149476,synthetic_smoke_v0,0.924176
mintou_p5,budget_ranking_stability,no_feasibility_repair,ablation,3,0.855324,0.684187,0.878459,0.846865,0.917981,synthetic_smoke_v0,0.911886
mintou_p5,budget_ranking_stability,no_feasibility_repair,ablation,4,0.887559,0.700098,0.898381,0.860582,1.019880,synthetic_smoke_v0,0.927666
mintou_p5,budget_ranking_stability,no_feasibility_repair,ablation,5,0.873381,0.688275,0.871517,0.831490,1.167578,synthetic_smoke_v0,0.916653
mintou_p5,budget_ranking_stability,no_preference_ranking,ablation,1,0.871004,0.677619,0.857917,0.824140,0.898486,synthetic_smoke_v0,0.902470
mintou_p5,budget_ranking_stability,no_preference_ranking,ablation,2,0.864182,0.698164,0.886615,0.845189,1.171349,synthetic_smoke_v0,0.928435
mintou_p5,budget_ranking_stability,no_preference_ranking,ablation,3,0.848954,0.666756,0.862613,0.843283,1.082954,synthetic_smoke_v0,0.909017
mintou_p5,budget_ranking_stability,no_preference_ranking,ablation,4,0.857030,0.693250,0.883356,0.840616,0.974821,synthetic_smoke_v0,0.917077
mintou_p5,budget_ranking_stability,no_preference_ranking,ablation,5,0.856687,0.671888,0.856810,0.832429,1.071986,synthetic_smoke_v0,0.901652
mintou_p5,budget_ranking_stability,no_reliability_features,ablation,1,0.862569,0.670365,0.851341,0.833003,1.092106,synthetic_smoke_v0,0.911941
mintou_p5,budget_ranking_stability,no_reliability_features,ablation,2,0.844808,0.659325,0.853959,0.838444,1.074052,synthetic_smoke_v0,0.908387
mintou_p5,budget_ranking_stability,no_reliability_features,ablation,3,0.875475,0.673482,0.864009,0.841649,1.099445,synthetic_smoke_v0,0.921777
mintou_p5,budget_ranking_stability,no_reliability_features,ablation,4,0.864433,0.657921,0.843804,0.835175,1.080605,synthetic_smoke_v0,0.905368
mintou_p5,budget_ranking_stability,no_reliability_features,ablation,5,0.853425,0.653612,0.847492,0.828722,0.969255,synthetic_smoke_v0,0.902392
mintou_p5,budget_ranking_stability,no_renewable_features,ablation,1,0.838860,0.652956,0.837311,0.834022,0.899023,synthetic_smoke_v0,0.895046
mintou_p5,budget_ranking_stability,no_renewable_features,ablation,2,0.855140,0.628198,0.817720,0.827616,1.180174,synthetic_smoke_v0,0.898441
mintou_p5,budget_ranking_stability,no_renewable_features,ablation,3,0.849985,0.638664,0.815132,0.816979,0.989296,synthetic_smoke_v0,0.902152
mintou_p5,budget_ranking_stability,no_renewable_features,ablation,4,0.837516,0.652537,0.829204,0.827552,0.949409,synthetic_smoke_v0,0.891548
mintou_p5,budget_ranking_stability,no_renewable_features,ablation,5,0.840805,0.655620,0.829972,0.830297,1.247453,synthetic_smoke_v0,0.908370
mintou_p5,budget_ranking_stability,no_schedule_risk,ablation,1,0.839716,0.625166,0.808374,0.800994,1.153439,synthetic_smoke_v0,0.897810
mintou_p5,budget_ranking_stability,no_schedule_risk,ablation,2,0.838469,0.622323,0.803151,0.821297,1.264555,synthetic_smoke_v0,0.888606
mintou_p5,budget_ranking_stability,no_schedule_risk,ablation,3,0.848745,0.629950,0.796154,0.800980,1.246840,synthetic_smoke_v0,0.879977
mintou_p5,budget_ranking_stability,no_schedule_risk,ablation,4,0.831891,0.645028,0.820636,0.828961,1.220488,synthetic_smoke_v0,0.888094
mintou_p5,budget_ranking_stability,no_schedule_risk,ablation,5,0.841048,0.632155,0.800177,0.797111,1.010318,synthetic_smoke_v0,0.882239
mintou_p5,budget_ranking_stability,single_weighted_objective,ablation,1,0.831544,0.597431,0.771865,0.802493,1.124884,synthetic_smoke_v0,0.867011
mintou_p5,budget_ranking_stability,single_weighted_objective,ablation,2,0.827908,0.603680,0.773865,0.807790,1.292601,synthetic_smoke_v0,0.869520
mintou_p5,budget_ranking_stability,single_weighted_objective,ablation,3,0.811912,0.605657,0.774731,0.801955,1.053442,synthetic_smoke_v0,0.865963
mintou_p5,budget_ranking_stability,single_weighted_objective,ablation,4,0.828737,0.605066,0.787068,0.800334,1.005382,synthetic_smoke_v0,0.873243
mintou_p5,budget_ranking_stability,single_weighted_objective,ablation,5,0.845923,0.614105,0.789378,0.811779,1.193150,synthetic_smoke_v0,0.871818
mintou_p5,budget_ranking_stability,nsga2_only,ablation,1,0.812565,0.601296,0.767625,0.802155,1.292979,synthetic_smoke_v0,0.868582
mintou_p5,budget_ranking_stability,nsga2_only,ablation,2,0.815733,0.591156,0.761108,0.796749,1.242919,synthetic_smoke_v0,0.878954
mintou_p5,budget_ranking_stability,nsga2_only,ablation,3,0.822873,0.601727,0.761412,0.782286,1.155419,synthetic_smoke_v0,0.878157
mintou_p5,budget_ranking_stability,nsga2_only,ablation,4,0.836972,0.616100,0.785157,0.803273,1.040693,synthetic_smoke_v0,0.875183
mintou_p5,budget_ranking_stability,nsga2_only,ablation,5,0.816663,0.606318,0.781959,0.787880,1.161027,synthetic_smoke_v0,0.868475
mintou_p5,budget_ranking_stability,small_project_pool,ablation,1,0.807478,0.563387,0.732985,0.781680,0.978049,synthetic_smoke_v0,0.866831
mintou_p5,budget_ranking_stability,small_project_pool,ablation,2,0.826251,0.591430,0.759657,0.798219,1.141390,synthetic_smoke_v0,0.867938
mintou_p5,budget_ranking_stability,small_project_pool,ablation,3,0.830278,0.595290,0.768829,0.792295,1.247478,synthetic_smoke_v0,0.870148
mintou_p5,budget_ranking_stability,small_project_pool,ablation,4,0.822366,0.592723,0.769209,0.790352,1.221513,synthetic_smoke_v0,0.864153
mintou_p5,budget_ranking_stability,small_project_pool,ablation,5,0.806800,0.578206,0.733042,0.783858,1.062525,synthetic_smoke_v0,0.850240
mintou_p5,preference_aware_support,TRACE-MOEA,proposed,1,0.859504,0.682205,0.874227,0.853429,1.043798,synthetic_smoke_v0,0.915522
mintou_p5,preference_aware_support,TRACE-MOEA,proposed,2,0.861371,0.692949,0.884623,0.835916,1.218649,synthetic_smoke_v0,0.921151
mintou_p5,preference_aware_support,TRACE-MOEA,proposed,3,0.869356,0.672190,0.868718,0.851243,1.359632,synthetic_smoke_v0,0.914800
